iteration,0,1,2,3,4,5,6,7,8,9,mean_target,std_target,regret_0,regret_1,regret_2,regret_3,regret_4,regret_5,regret_6,regret_7,regret_8,regret_9,mean_regret,std_regret,cum_regret_0,cum_regret_1,cum_regret_2,cum_regret_3,cum_regret_4,cum_regret_5,cum_regret_6,cum_regret_7,cum_regret_8,cum_regret_9,mean_cum_regret,std_cum_regret
1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.049999999999999996,0.0,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,0.0,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,0.0
2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.049999999999999996,0.0,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,0.0,66.36,66.36,66.36,66.36,66.36,66.36,66.36,66.36,66.36,66.36,66.36,0.0
3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.049999999999999996,0.0,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,0.0,99.53999999999999,99.53999999999999,99.53999999999999,99.53999999999999,99.53999999999999,99.53999999999999,99.53999999999999,99.53999999999999,99.53999999999999,99.53999999999999,99.53999999999999,0.0
4,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.049999999999999996,0.0,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,0.0,132.72,132.72,132.72,132.72,132.72,132.72,132.72,132.72,132.72,132.72,132.72,0.0
5,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07000000000000002,1.4628472785736255e-17,33.16,33.16,33.16,33.16,33.16,33.16,33.16,33.16,33.16,33.16,33.15999999999999,7.489778066296963e-15,165.88,165.88,165.88,165.88,165.88,165.88,165.88,165.88,165.88,165.88,165.88,7.489778066296963e-15
6,0.07,0.15,0.07,0.07,0.07,2.64,0.07,0.07,0.07,0.07,0.33499999999999996,0.8102845864948383,33.16,33.08,33.16,33.16,33.16,30.589999999999996,33.16,33.16,33.16,33.16,32.894999999999996,0.8102845864948386,199.04,198.95999999999998,199.04,199.04,199.04,196.47,199.04,199.04,199.04,199.04,198.77499999999998,0.810284586494846
7,0.07,0.15,0.07,0.07,0.07,2.64,0.07,0.07,0.14,0.07,0.34199999999999997,0.8080401530177128,33.16,33.08,33.16,33.16,33.16,30.589999999999996,33.16,33.16,33.089999999999996,33.16,32.888,0.8080401530177131,232.2,232.03999999999996,232.2,232.2,232.2,227.06,232.2,232.2,232.13,232.2,231.66299999999998,1.618324739512559
8,0.07,0.15,0.07,0.07,0.07,2.64,0.07,0.07,0.14,0.07,0.34199999999999997,0.8080401530177128,33.16,33.08,33.16,33.16,33.16,30.589999999999996,33.16,33.16,33.089999999999996,33.16,32.888,0.8080401530177131,265.36,265.11999999999995,265.36,265.36,265.36,257.65,265.36,265.36,265.21999999999997,265.36,264.551,2.4263648925302723
9,0.07,0.15,0.07,0.07,0.07,2.64,0.07,0.07,0.14,0.07,0.34199999999999997,0.8080401530177128,33.16,33.08,33.16,33.16,33.16,30.589999999999996,33.16,33.16,33.089999999999996,33.16,32.888,0.8080401530177131,298.52,298.19999999999993,298.52,298.52,298.52,288.23999999999995,298.52,298.52,298.30999999999995,298.52,297.43899999999996,3.2344050455479856
10,0.07,0.15,0.07,0.07,0.07,2.64,0.07,0.07,0.14,0.07,0.34199999999999997,0.8080401530177128,33.16,33.08,33.16,33.16,33.16,30.589999999999996,33.16,33.16,33.089999999999996,33.16,32.888,0.8080401530177131,331.67999999999995,331.2799999999999,331.67999999999995,331.67999999999995,331.67999999999995,318.8299999999999,331.67999999999995,331.67999999999995,331.3999999999999,331.67999999999995,330.32699999999994,4.042445198565699
