iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,0.05
2,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,0.01
3,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,0.05
4,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,0.04
5,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,0.07
6,3.75,0.0,1.25,0.0,0.0,5.0,0.0,0.0,0.0,1.25,0.0
7,0.0,0.0,1.25,0.0,1.25,5.0,1.25,2.5,1.25,2.5,0.0
8,2.5,0.0,0.0,0.0,3.75,5.0,0.0,3.75,1.25,0.0,0.0
9,0.0,0.0,2.5,0.0,1.25,5.0,0.0,0.0,0.0,0.0,0.0
10,1.25,0.0,3.75,0.0,3.75,5.0,0.0,2.5,3.75,3.75,0.0
11,0.0,0.0,1.25,0.0,3.75,5.0,0.0,0.0,0.0,3.75,0.0
12,3.75,0.0,1.25,0.0,2.5,5.0,0.0,0.0,3.75,3.75,0.0
13,0.0,0.0,1.25,0.0,1.25,5.0,0.0,2.5,0.0,3.75,0.0
14,0.0,0.0,0.0,0.0,3.75,5.0,0.0,3.75,2.5,0.0,0.0
15,2.5,0.0,1.25,0.0,1.25,5.0,0.0,3.75,0.0,1.25,0.0
16,1.25,0.0,0.0,0.0,0.0,5.0,0.0,1.25,2.5,0.0,0.0
17,1.25,0.0,0.0,0.0,1.25,5.0,0.0,0.0,0.0,2.5,0.0
18,1.25,0.0,1.25,0.0,3.75,5.0,0.0,0.0,2.5,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.5,0.0,0.0,0.0
20,1.25,0.0,1.25,0.0,2.5,5.0,0.0,2.5,2.5,0.0,0.0
21,0.0,0.0,1.25,0.0,2.5,5.0,0.0,2.5,0.0,1.25,0.0
22,1.25,0.0,1.25,0.0,1.25,5.0,0.0,0.0,0.0,2.5,0.0
23,0.0,0.0,0.0,0.0,2.5,5.0,0.0,0.0,2.5,2.5,0.0
24,1.25,0.0,2.5,0.0,1.25,5.0,0.0,2.5,0.0,0.0,0.0
25,1.25,0.0,1.25,0.0,1.25,5.0,0.0,0.0,1.25,1.25,0.0
26,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.93
27,0.0,0.0,0.0,0.0,1.25,5.0,0.0,0.0,1.25,0.0,0.08
28,0.0,0.0,1.25,0.0,0.0,5.0,0.0,0.0,0.0,1.25,0.01
29,2.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.93
31,0.0,0.0,0.0,1.25,0.0,5.0,0.0,0.0,0.0,0.0,2.62
32,0.0,0.0,0.0,1.25,0.0,5.0,0.0,0.0,0.0,0.0,2.62
33,0.0,0.0,0.0,1.25,0.0,5.0,0.0,0.0,0.0,0.0,2.62
34,0.0,0.0,0.0,1.25,0.0,5.0,0.0,0.0,0.0,0.0,2.62
35,0.0,0.0,0.0,1.25,0.0,5.0,0.0,0.0,0.0,0.0,2.62
36,0.0,0.0,0.0,1.25,0.0,5.0,0.0,0.0,0.0,0.0,2.62
37,0.0,0.0,2.5,1.25,0.0,5.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,1.25,2.5,5.0,0.0,0.0,0.0,0.0,0.33
39,0.0,0.0,0.0,1.25,0.0,5.0,0.0,0.0,1.25,0.0,0.14
40,0.0,0.0,0.0,1.25,0.0,5.0,0.0,0.0,0.0,0.0,2.62
41,0.0,0.0,0.0,1.25,0.0,5.0,1.25,0.0,0.0,0.0,1.23
42,0.0,0.0,0.0,1.25,0.0,5.0,0.0,0.0,0.0,0.0,2.62
43,0.0,0.0,0.0,1.25,0.0,5.0,0.0,0.0,0.0,0.0,2.62
