iteration,0,1,2,3,4,5,6,7,8,9,mean_target,std_target,regret_0,regret_1,regret_2,regret_3,regret_4,regret_5,regret_6,regret_7,regret_8,regret_9,mean_regret,std_regret,cum_regret_0,cum_regret_1,cum_regret_2,cum_regret_3,cum_regret_4,cum_regret_5,cum_regret_6,cum_regret_7,cum_regret_8,cum_regret_9,mean_cum_regret,std_cum_regret
1,0.07,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.009000000000000001,0.022335820757001273,99.93,100.0,100.0,100.0,100.0,99.98,100.0,100.0,100.0,100.0,99.991,0.022335820756998987,99.93,100.0,100.0,100.0,100.0,99.98,100.0,100.0,100.0,100.0,99.991,0.022335820756998987
2,0.07,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.02211083193570267,99.93,100.0,100.0,100.0,100.0,99.98,100.0,100.0,99.99,100.0,99.99,0.02211083193570041,199.86,200.0,200.0,200.0,200.0,199.96,200.0,200.0,199.99,200.0,199.981,0.0444466526926994
3,0.07,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.01,0.01,0.014000000000000002,0.021186998109427608,99.93,100.0,100.0,100.0,99.98,99.98,99.99,100.0,99.99,99.99,99.986,0.021186998109425027,299.79,300.0,300.0,300.0,299.98,299.94,299.99,300.0,299.98,299.99,299.967,0.06563365080212442
4,0.07,0.0,0.0,0.0,0.02,0.11,0.01,0.0,0.01,0.01,0.023000000000000003,0.03713339317768966,99.93,100.0,100.0,100.0,99.98,99.89,99.99,100.0,99.99,99.99,99.977,0.03713339317768799,399.72,400.0,400.0,400.0,399.96000000000004,399.83,399.98,400.0,399.97,399.98,399.94399999999996,0.10276704397981241
5,0.07,0.0,0.31,0.05,0.02,0.11,0.06,0.0,0.01,33.65,3.428,10.619323895615953,99.93,100.0,99.69,99.95,99.98,99.89,99.94,100.0,99.99,66.35,96.57200000000002,10.619323895615956,499.65000000000003,500.0,499.69,499.95,499.94000000000005,499.71999999999997,499.92,500.0,499.96000000000004,466.33000000000004,496.51599999999996,10.722090939595768
6,0.07,6.34,0.31,0.05,0.03,0.11,0.06,0.0,0.01,33.65,4.063,10.580687910843352,99.93,93.66,99.69,99.95,99.97,99.89,99.94,100.0,99.99,66.35,95.937,10.580687910843354,599.58,593.66,599.38,599.9,599.9100000000001,599.61,599.86,600.0,599.95,532.6800000000001,592.453,21.302778850439122
7,0.07,6.34,0.31,0.05,1.5,0.11,0.06,0.0,0.01,33.65,4.209999999999999,10.528513665280583,99.93,93.66,99.69,99.95,98.5,99.89,99.94,100.0,99.99,66.35,95.78999999999999,10.528513665280586,699.51,687.3199999999999,699.0699999999999,699.85,698.4100000000001,699.5,699.8,700.0,699.94,599.0300000000001,688.2429999999999,31.83129251571971
8,0.07,6.34,0.31,0.05,1.5,0.11,0.06,0.0,0.01,33.65,4.209999999999999,10.528513665280583,99.93,93.66,99.69,99.95,98.5,99.89,99.94,100.0,99.99,66.35,95.78999999999999,10.528513665280586,799.44,780.9799999999999,798.76,799.8000000000001,796.9100000000001,799.39,799.74,800.0,799.9300000000001,665.3800000000001,784.0329999999999,42.359806181000295
9,0.07,6.34,0.31,0.05,1.5,0.11,0.28,0.01,0.01,33.65,4.233,10.518657550593927,99.93,93.66,99.69,99.95,98.5,99.89,99.72,99.99,99.99,66.35,95.76700000000001,10.51865755059393,899.3700000000001,874.6399999999999,898.45,899.7500000000001,895.4100000000001,899.28,899.46,899.99,899.9200000000001,731.7300000000001,879.8,52.87846373159422
10,0.07,6.34,0.31,0.05,1.5,0.11,0.28,0.09,0.31,33.65,4.270999999999999,10.502126186846377,99.93,93.66,99.69,99.95,98.5,99.89,99.72,99.91,99.69,66.35,95.72900000000001,10.502126186846379,999.3000000000002,968.2999999999998,998.1400000000001,999.7000000000002,993.9100000000001,999.17,999.1800000000001,999.9,999.6100000000001,798.0800000000002,975.529,63.380589918440606
11,0.07,6.34,0.31,0.05,1.5,0.11,0.28,0.09,0.31,33.65,4.270999999999999,10.502126186846377,99.93,93.66,99.69,99.95,98.5,99.89,99.72,99.91,99.69,66.35,95.72900000000001,10.502126186846379,1099.2300000000002,1061.9599999999998,1097.8300000000002,1099.65,1092.41,1099.06,1098.9,1099.81,1099.3000000000002,864.4300000000002,1071.258,73.88271610528699
12,0.07,6.34,0.31,0.05,1.5,0.11,0.28,0.09,0.31,33.65,4.270999999999999,10.502126186846377,99.93,93.66,99.69,99.95,98.5,99.89,99.72,99.91,99.69,66.35,95.72900000000001,10.502126186846379,1199.1600000000003,1155.62,1197.5200000000002,1199.6000000000001,1190.91,1198.95,1198.6200000000001,1199.72,1198.9900000000002,930.7800000000002,1166.987,84.38484229213337
13,0.07,6.34,0.31,0.05,1.5,0.11,0.28,0.09,0.31,33.65,4.270999999999999,10.502126186846377,99.93,93.66,99.69,99.95,98.5,99.89,99.72,99.91,99.69,66.35,95.72900000000001,10.502126186846379,1299.0900000000004,1249.28,1297.2100000000003,1299.5500000000002,1289.41,1298.8400000000001,1298.3400000000001,1299.63,1298.6800000000003,997.1300000000002,1262.7160000000001,94.88696847897975
14,0.07,6.34,0.31,0.05,1.5,0.21,0.28,0.09,0.31,33.65,4.281000000000001,10.497770609885595,99.93,93.66,99.69,99.95,98.5,99.79,99.72,99.91,99.69,66.35,95.719,10.497770609885597,1399.0200000000004,1342.94,1396.9000000000003,1399.5000000000002,1387.91,1398.63,1398.0600000000002,1399.5400000000002,1398.3700000000003,1063.4800000000002,1358.4350000000002,105.38473908886535
15,0.07,6.34,22.32,0.05,1.5,0.21,0.38,0.09,0.31,33.65,6.492,11.793547953577555,99.93,93.66,77.68,99.95,98.5,99.79,99.62,99.91,99.69,66.35,93.50800000000001,11.793547953577557,1498.9500000000005,1436.6000000000001,1474.5800000000004,1499.4500000000003,1486.41,1498.42,1497.6800000000003,1499.4500000000003,1498.0600000000004,1129.8300000000002,1451.9430000000002,117.1782870424429
16,0.13,6.34,22.32,0.05,1.5,7.97,0.38,0.09,0.31,33.65,7.274000000000001,11.583650547215242,99.87,93.66,77.68,99.95,98.5,92.03,99.62,99.91,99.69,66.35,92.72600000000001,11.583650547215244,1598.8200000000006,1530.2600000000002,1552.2600000000004,1599.4000000000003,1584.91,1590.45,1597.3000000000002,1599.3600000000004,1597.7500000000005,1196.18,1544.6690000000003,128.76193758965815
17,0.13,6.34,22.32,0.05,1.5,7.97,0.38,0.09,0.31,33.65,7.274000000000001,11.583650547215242,99.87,93.66,77.68,99.95,98.5,92.03,99.62,99.91,99.69,66.35,92.72600000000001,11.583650547215244,1698.6900000000005,1623.9200000000003,1629.9400000000005,1699.3500000000004,1683.41,1682.48,1696.92,1699.2700000000004,1697.4400000000005,1262.53,1637.3950000000004,140.3455881368734
18,0.51,6.34,22.32,0.05,1.5,7.97,0.38,0.09,0.31,33.65,7.312,11.55820612763455,99.49,93.66,77.68,99.95,98.5,92.03,99.62,99.91,99.69,66.35,92.688,11.558206127634552,1798.1800000000005,1717.5800000000004,1707.6200000000006,1799.3000000000004,1781.91,1774.51,1796.54,1799.1800000000005,1797.1300000000006,1328.8799999999999,1730.0830000000005,151.90379426450795
19,1.82,6.34,22.32,0.05,1.5,7.97,0.38,0.09,0.31,33.65,7.4430000000000005,11.479703877326763,98.18,93.66,77.68,99.95,98.5,92.03,99.62,99.91,99.69,66.35,92.557,11.479703877326763,1896.3600000000006,1811.2400000000005,1785.3000000000006,1899.2500000000005,1880.41,1866.54,1896.1599999999999,1899.0900000000006,1896.8200000000006,1395.2299999999998,1822.6400000000006,163.3834981418347
20,1.82,6.34,22.32,0.05,1.5,7.97,0.38,0.09,0.31,33.65,7.4430000000000005,11.479703877326763,98.18,93.66,77.68,99.95,98.5,92.03,99.62,99.91,99.69,66.35,92.557,11.479703877326763,1994.5400000000006,1904.9000000000005,1862.9800000000007,1999.2000000000005,1978.91,1958.57,1995.7799999999997,1999.0000000000007,1996.5100000000007,1461.5799999999997,1915.1970000000006,174.86320201916146
21,1.82,6.34,22.32,0.08,1.5,7.97,0.38,0.09,0.31,33.65,7.446000000000001,11.477560910073379,98.18,93.66,77.68,99.92,98.5,92.03,99.62,99.91,99.69,66.35,92.554,11.477560910073379,2092.7200000000007,1998.5600000000006,1940.6600000000008,2099.1200000000003,2077.41,2050.6,2095.3999999999996,2098.9100000000008,2096.2000000000007,1527.9299999999996,2007.7510000000007,186.34076292923484
22,1.82,6.34,22.32,0.08,1.5,7.97,0.38,0.09,0.31,33.65,7.446000000000001,11.477560910073379,98.18,93.66,77.68,99.92,98.5,92.03,99.62,99.91,99.69,66.35,92.554,11.477560910073379,2190.9000000000005,2092.2200000000007,2018.3400000000008,2199.0400000000004,2175.91,2142.63,2195.0199999999995,2198.8200000000006,2195.890000000001,1594.2799999999995,2100.3050000000007,197.81832383930822
23,6.39,6.34,22.32,0.08,1.5,7.97,0.38,0.09,0.31,33.65,7.9030000000000005,11.318541376382775,93.61,93.66,77.68,99.92,98.5,92.03,99.62,99.91,99.69,66.35,92.097,11.318541376382775,2284.5100000000007,2185.8800000000006,2096.020000000001,2298.9600000000005,2274.41,2234.6600000000003,2294.6399999999994,2298.7300000000005,2295.580000000001,1660.6299999999994,2192.402000000001,209.136865215691
24,6.39,6.34,22.32,0.08,1.5,7.97,0.38,0.09,0.31,33.65,7.9030000000000005,11.318541376382775,93.61,93.66,77.68,99.92,98.5,92.03,99.62,99.91,99.69,66.35,92.097,11.318541376382775,2378.120000000001,2279.5400000000004,2173.7000000000007,2398.8800000000006,2372.91,2326.6900000000005,2394.2599999999993,2398.6400000000003,2395.270000000001,1726.9799999999993,2284.499000000001,220.45540659207376
25,6.39,6.34,22.32,0.08,1.5,7.97,0.38,0.09,0.31,33.65,7.9030000000000005,11.318541376382775,93.61,93.66,77.68,99.92,98.5,92.03,99.62,99.91,99.69,66.35,92.097,11.318541376382775,2471.730000000001,2373.2000000000003,2251.3800000000006,2498.8000000000006,2471.41,2418.7200000000007,2493.879999999999,2498.55,2494.960000000001,1793.3299999999992,2376.5960000000014,231.77394796845653
26,6.39,6.34,22.32,0.08,1.5,7.97,0.38,0.09,0.63,33.65,7.935,11.29511718497078,93.61,93.66,77.68,99.92,98.5,92.03,99.62,99.91,99.37,66.35,92.065,11.29511718497078,2565.340000000001,2466.86,2329.0600000000004,2598.7200000000007,2569.91,2510.750000000001,2593.499999999999,2598.46,2594.330000000001,1859.6799999999992,2468.6610000000014,243.06906515342732
27,6.39,6.34,22.32,0.08,1.5,7.97,0.38,0.09,0.63,33.65,7.935,11.29511718497078,93.61,93.66,77.68,99.92,98.5,92.03,99.62,99.91,99.37,66.35,92.065,11.29511718497078,2658.950000000001,2560.52,2406.7400000000002,2698.640000000001,2668.41,2602.780000000001,2693.119999999999,2698.37,2693.7000000000007,1926.029999999999,2560.7260000000015,254.3641823383981
28,6.39,6.34,22.32,0.08,1.5,7.97,1.32,0.09,21.58,33.65,10.124,11.641892935047593,93.61,93.66,77.68,99.92,98.5,92.03,98.68,99.91,78.42,66.35,89.87599999999999,11.641892935047597,2752.5600000000013,2654.18,2484.42,2798.560000000001,2766.91,2694.8100000000013,2791.799999999999,2798.2799999999997,2772.120000000001,1992.379999999999,2650.6020000000017,266.00607527344573
29,6.39,6.34,22.32,0.08,1.5,7.97,1.32,0.11,21.58,33.65,10.126,11.639979190512134,93.61,93.66,77.68,99.92,98.5,92.03,98.68,99.89,78.42,66.35,89.874,11.639979190512136,2846.1700000000014,2747.8399999999997,2562.1,2898.480000000001,2865.41,2786.8400000000015,2890.4799999999987,2898.1699999999996,2850.540000000001,2058.729999999999,2740.4760000000015,277.64605446395785
30,6.39,9.1,22.32,0.08,2.54,7.97,1.32,0.11,21.58,33.65,10.506,11.488237656161386,93.61,90.9,77.68,99.92,97.46,92.03,98.68,99.89,78.42,66.35,89.494,11.488237656161386,2939.7800000000016,2838.74,2639.7799999999997,2998.400000000001,2962.87,2878.8700000000017,2989.1599999999985,2998.0599999999995,2928.960000000001,2125.079999999999,2829.9700000000016,289.13429212011926
31,8.32,9.1,22.32,2.35,2.54,7.97,1.32,0.11,21.58,33.65,10.925999999999998,11.213624847578155,91.68,90.9,77.68,97.65,97.46,92.03,98.68,99.89,78.42,66.35,89.07399999999998,11.213624847578158,3031.4600000000014,2929.64,2717.4599999999996,3096.050000000001,3060.33,2970.900000000002,3087.8399999999983,3097.9499999999994,3007.380000000001,2191.429999999999,2919.0440000000017,300.3479169676974
32,8.32,9.1,22.32,2.35,3.89,7.97,1.32,0.11,21.58,33.65,11.061000000000002,11.109087821338989,91.68,90.9,77.68,97.65,96.11,92.03,98.68,99.89,78.42,66.35,88.939,11.10908782133899,3123.1400000000012,3020.54,2795.1399999999994,3193.700000000001,3156.44,3062.930000000002,3186.519999999998,3197.8399999999992,3085.800000000001,2257.779999999999,3007.9830000000015,311.45700478903643
33,8.32,9.1,22.32,2.35,3.89,7.97,1.32,0.11,21.58,33.65,11.061000000000002,11.109087821338989,91.68,90.9,77.68,97.65,96.11,92.03,98.68,99.89,78.42,66.35,88.939,11.10908782133899,3214.820000000001,3111.44,2872.8199999999993,3291.3500000000013,3252.55,3154.9600000000023,3285.199999999998,3297.729999999999,3164.220000000001,2324.1299999999987,3096.9220000000014,322.56609261037545
34,8.32,9.1,22.32,2.35,3.89,7.97,1.32,4.64,21.58,33.65,11.514000000000001,10.69765934938833,91.68,90.9,77.68,97.65,96.11,92.03,98.68,95.36,78.42,66.35,88.486,10.697659349388333,3306.500000000001,3202.34,2950.499999999999,3389.0000000000014,3348.6600000000003,3246.9900000000025,3383.879999999998,3393.0899999999992,3242.6400000000012,2390.4799999999987,3185.4080000000013,333.2637519597638
35,9.54,9.1,22.32,2.35,3.89,7.97,34.85,4.64,21.58,33.65,14.989,12.218152660874901,90.46000000000001,90.9,77.68,97.65,96.11,92.03,65.15,95.36,78.42,66.35,85.011,12.218152660874901,3396.960000000001,3293.2400000000002,3028.179999999999,3486.6500000000015,3444.7700000000004,3339.0200000000027,3449.029999999998,3488.4499999999994,3321.0600000000013,2456.8299999999986,3270.4190000000012,345.4819046206387
36,9.54,9.1,22.32,2.35,3.89,7.97,34.85,4.64,21.58,33.65,14.989,12.218152660874901,90.46000000000001,90.9,77.68,97.65,96.11,92.03,65.15,95.36,78.42,66.35,85.011,12.218152660874901,3487.420000000001,3384.1400000000003,3105.8599999999988,3584.3000000000015,3540.8800000000006,3431.050000000003,3514.179999999998,3583.8099999999995,3399.4800000000014,2523.1799999999985,3355.430000000001,357.70005728151364
37,9.54,9.1,22.32,2.35,3.89,7.97,34.85,4.64,21.58,33.65,14.989,12.218152660874901,90.46000000000001,90.9,77.68,97.65,96.11,92.03,65.15,95.36,78.42,66.35,85.011,12.218152660874901,3577.880000000001,3475.0400000000004,3183.5399999999986,3681.9500000000016,3636.9900000000007,3523.080000000003,3579.329999999998,3679.1699999999996,3477.9000000000015,2589.5299999999984,3440.441000000001,369.91820994238856
38,16.42,9.1,22.32,2.35,3.89,11.37,34.85,4.64,21.58,33.65,16.017000000000003,11.87512998759265,83.58,90.9,77.68,97.65,96.11,88.63,65.15,95.36,78.42,66.35,83.983,11.87512998759265,3661.460000000001,3565.9400000000005,3261.2199999999984,3779.6000000000017,3733.100000000001,3611.710000000003,3644.479999999998,3774.5299999999997,3556.3200000000015,2655.8799999999983,3524.4240000000013,381.7933399299812
39,22.41,9.1,22.32,4.89,3.89,11.37,34.85,4.64,21.58,33.65,16.87,11.736096265605338,77.59,90.9,77.68,95.11,96.11,88.63,65.15,95.36,78.42,66.35,83.13,11.736096265605337,3739.050000000001,3656.8400000000006,3338.8999999999983,3874.710000000002,3829.210000000001,3700.3400000000033,3709.6299999999983,3869.89,3634.7400000000016,2722.229999999998,3607.5540000000015,393.5294361955865
40,22.41,9.1,22.32,4.89,5.25,11.37,34.85,4.64,21.58,33.65,17.006,11.57575358718002,77.59,90.9,77.68,95.11,94.75,88.63,65.15,95.36,78.42,66.35,82.994,11.57575358718002,3816.6400000000012,3747.7400000000007,3416.579999999998,3969.820000000002,3923.960000000001,3788.9700000000034,3774.7799999999984,3965.25,3713.1600000000017,2788.579999999998,3690.5480000000016,405.10518978276656
41,22.41,9.1,22.32,10.71,5.25,11.37,34.85,4.64,21.58,33.65,17.588,11.032465021220075,77.59,90.9,77.68,89.28999999999999,94.75,88.63,65.15,95.36,78.42,66.35,82.412,11.032465021220073,3894.2300000000014,3838.640000000001,3494.259999999998,4059.110000000002,4018.710000000001,3877.6000000000035,3839.9299999999985,4060.61,3791.5800000000017,2854.929999999998,3772.9600000000014,416.1376548039866
42,22.41,9.1,22.32,10.71,12.17,11.37,34.85,4.64,21.58,33.65,18.28,10.369706949679061,77.59,90.9,77.68,89.28999999999999,87.83,88.63,65.15,95.36,78.42,66.35,81.72,10.36970694967906,3971.8200000000015,3929.540000000001,3571.939999999998,4148.400000000002,4106.540000000001,3966.2300000000037,3905.0799999999986,4155.97,3870.000000000002,2921.279999999998,3854.680000000001,426.5073617536657
43,22.41,9.1,22.32,10.71,12.17,11.37,34.85,8.72,21.58,33.65,18.688000000000002,9.840148824529479,77.59,90.9,77.68,89.28999999999999,87.83,88.63,65.15,91.28,78.42,66.35,81.312,9.840148824529479,4049.4100000000017,4020.440000000001,3649.6199999999976,4237.690000000002,4194.370000000001,4054.8600000000038,3970.2299999999987,4247.25,3948.420000000002,2987.629999999998,3935.992000000001,436.34751057819517
44,22.41,9.1,22.32,10.71,12.17,11.37,34.85,8.72,21.58,33.65,18.688000000000002,9.840148824529479,77.59,90.9,77.68,89.28999999999999,87.83,88.63,65.15,91.28,78.42,66.35,81.312,9.840148824529479,4127.000000000002,4111.340000000001,3727.2999999999975,4326.980000000002,4282.200000000001,4143.490000000003,4035.3799999999987,4338.53,4026.840000000002,3053.9799999999977,4017.304000000001,446.18765940272465
45,31.61,9.1,22.32,10.71,12.17,11.37,34.85,8.72,21.58,33.65,19.608,10.625532980096157,68.39,90.9,77.68,89.28999999999999,87.83,88.63,65.15,91.28,78.42,66.35,80.392,10.625532980096155,4195.390000000002,4202.240000000001,3804.9799999999973,4416.270000000002,4370.030000000001,4232.1200000000035,4100.529999999999,4429.8099999999995,4105.260000000002,3120.3299999999977,4097.696000000001,456.81319238282083
46,31.61,9.1,22.32,10.71,12.17,11.37,34.85,8.72,21.58,33.65,19.608,10.625532980096157,68.39,90.9,77.68,89.28999999999999,87.83,88.63,65.15,91.28,78.42,66.35,80.392,10.625532980096155,4263.7800000000025,4293.14,3882.659999999997,4505.560000000002,4457.860000000001,4320.750000000004,4165.6799999999985,4521.089999999999,4183.680000000002,3186.6799999999976,4178.088000000001,467.438725362917
47,31.61,9.1,22.32,10.71,50.39,11.37,34.85,8.72,21.58,33.65,23.43,13.993047480008698,68.39,90.9,77.68,89.28999999999999,49.61,88.63,65.15,91.28,78.42,66.35,76.57,13.993047480008698,4332.170000000003,4384.04,3960.339999999997,4594.850000000002,4507.47,4409.380000000004,4230.829999999998,4612.369999999999,4262.100000000002,3253.0299999999975,4254.658,481.43177284292574
48,31.61,9.6,22.32,48.97,50.39,11.37,34.85,8.72,21.58,33.65,27.305999999999994,15.233106635804065,68.39,90.4,77.68,51.03,49.61,88.63,65.15,91.28,78.42,66.35,72.69399999999999,15.233106635804065,4400.560000000003,4474.44,4038.019999999997,4645.880000000002,4557.08,4498.010000000004,4295.979999999998,4703.649999999999,4340.520000000002,3319.3799999999974,4327.352000000001,496.6648794787298
49,31.61,9.6,22.32,48.97,50.39,14.35,34.85,33.88,21.58,33.65,30.119999999999994,13.420224373020826,68.39,90.4,77.68,51.03,49.61,85.65,65.15,66.12,78.42,66.35,69.88,13.420224373020828,4468.9500000000035,4564.839999999999,4115.699999999997,4696.910000000002,4606.69,4583.6600000000035,4361.129999999997,4769.769999999999,4418.940000000002,3385.7299999999973,4397.232000000001,510.0851038517506
50,34.86,24.72,22.32,48.97,50.39,14.35,34.85,33.88,21.58,33.65,31.956999999999994,11.621403673108224,65.14,75.28,77.68,51.03,49.61,85.65,65.15,66.12,78.42,66.35,68.04299999999999,11.621403673108226,4534.090000000004,4640.119999999999,4193.379999999997,4747.940000000001,4656.299999999999,4669.310000000003,4426.279999999997,4835.8899999999985,4497.360000000002,3452.079999999997,4465.275000000001,521.7065075248588
