iteration,pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,target,hypothesis
1,46.21915575753812,14.986718161719686,27.909036934366387,1006.4965956014134,28.2923221739347,0.6585180281595531,0.25978980981119604,29.74,Optimal Projectile Launch Settings
2,46.523943172985575,18.73337896884557,37.38629878164875,1508.120736381063,35.365367352192486,1.6981473370528968,0.22836208586762105,2.53,Projectile Launch Optimization
3,51.82873058843303,22.480039775971463,31.86356062893111,1209.7448771607123,42.43841253045028,1.2377766459462407,0.29740261029511506,6.72,Elevated Launch Strategy
4,57.133518003880475,26.226700583097347,28.34082247621347,1311.3690179403616,49.51145770870806,1.4774059548395844,0.32248827606026637,11.07,Balanced Launch Configuration
5,36.095748308949055,74.93321614251775,14.545236945647217,1532.482815592989,141.46090356515572,1.7925861778668761,1.2645972515337243,0.01,Global
6,71.45451304560743,58.42167474172346,29.96022075152705,1606.3121651619117,3.6407702910370787,1.2476313288548748,2.313120458586922,0.6,Balanced Launch Configuration
7,30.202375148396623,-21.684726895474622,42.22393593147279,1377.0744112925806,22.511374158081956,1.5284892482512777,1.5022695646568964,0.02,Projectile Launch Optimization
8,45.43287751135216,13.934432962114425,25.596322300296375,936.1325849330401,24.342456186207844,0.4552303082804613,0.2189443656865906,25.6,Global
9,90.0,97.45351146975402,0.0,992.9189714135869,66.52233136535136,0.8682235505887437,0.01,0.0,Global
10,23.863419952477386,-26.934045894297526,41.06363055950619,985.7023047114599,7.492385839679366,0.47316657421192826,0.3704554812037039,0.19,Global
11,72.64882148121738,82.6936046887331,49.90183931534144,2766.673964041351,-23.171252497946057,1.8155500122749466,0.1085305847887961,0.0,Global
12,-27.15711026674178,82.89359158729638,48.54682800978287,611.4863212877514,39.62066874986749,0.05697429509257512,3.609728713409862,0.0,Global
13,46.17900627484909,13.870650972738893,34.99591440501783,1000.052336652655,32.83980541661109,0.47646482664929735,1.7876248616248023,0.05,Optimal Projectile Launch Settings
14,45.908974226932116,10.535382800227076,29.936647167319805,846.347779352217,-19.81609365287665,0.6087647723642435,0.47950248315997357,2.03,Optimal Projectile Launch Settings
15,75.94526589617075,141.44944688897021,27.591834319853398,570.8507693975564,-5.754716383278094,1.0269310996424477,0.5081578407335331,0.0,Global
16,53.59005105151661,29.744612193374138,7.456026748151823,2198.1201436755427,57.107838586519534,0.5657593281766655,5.197776353508689,0.01,Global
17,46.85515942855902,-45.11110882157769,6.3862976191501994,2673.783808093979,95.87175123708579,0.2609587756034588,1.303432930182127,0.01,Global
18,-7.127363404442573,136.77884233787933,25.22519214443552,577.3357934069091,-14.753888140130556,0.7916039573747449,3.607675674629638,0.0,Global
19,14.576720083483956,-48.80754320904626,25.064339626969616,662.2976202163026,-4.804670567094348,0.0780206859422512,7.461240318126869,0.05,Global
20,40.031416348083226,22.72907338076819,29.777847259699673,1241.7174983644795,-3.185294276326296,0.462475651866219,0.5084251775517417,0.61,Optimal Projectile Launch Settings
21,38.48898238665977,-29.08080943500964,27.142287979030684,863.636368396442,19.797786644176284,0.5828857549855289,0.2594157606714718,0.52,Optimal Projectile Launch Settings
22,36.89574424943788,54.858769794635776,7.782620312534622,2098.3043277253473,-52.04015714959334,1.2427289419855942,5.177752607936217,0.01,Global
23,-13.200992609452097,58.03274265293075,48.41528761775569,32.23903571876252,65.93017289168287,1.7350487326705377,3.791720170810031,0.01,Global
24,-12.669358643043076,79.83605522678062,49.325921697178934,751.330822631526,179.440203699378,0.5524404524056556,3.382469451982475,0.0,Global
25,80.58963960648434,-9.154607357237154,30.704740071436415,1823.197367071485,-57.00773142241779,0.38426630675869244,9.296140204583743,0.01,Global
26,-13.030332214884353,174.3920340871989,40.51198993751025,2370.5125005067694,157.9681029028314,0.6873403879871005,7.27017294630923,0.0,Global
27,36.12247938735965,-26.239347660220595,29.356040667562894,1180.1800673885734,27.463074028812528,0.569471483739112,0.580638841725533,0.79,Optimal Projectile Launch Settings
28,51.80217251300671,15.428463960504132,29.8133320597925,796.779641483503,-23.985177515371856,0.4103596803889321,0.1974827604406632,24.23,Optimal Projectile Launch Settings
29,-24.781620826412674,136.6102228624107,10.275971158573572,2365.416639360839,68.6221515318652,0.8482108330956668,1.8064529192722125,0.0,Global
30,48.91383830214876,2.1485424458446403,37.0846780607592,1618.395805995316,1.354160823629087,0.1954430598688064,6.555595803037053,0.0,Global
31,55.661691324592894,31.643995544476752,32.06900296256816,2280.2538166195877,94.83244364624835,0.4959453919961847,9.82880768168309,0.07,Global
32,29.267903477862653,-55.41660972955026,20.48909113906867,1399.7896127875276,44.711708321502556,0.36792459819134193,9.022794622979035,0.03,Global
33,70.66631279859965,57.93211340107061,40.03373998892572,520.6892289164263,57.59586730418212,0.2536490820782322,3.6295917618263975,0.0,Global
