iteration,pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,target,hypothesis
1,36.18667601484106,0.10122865088506572,29.968299487170754,335.22218952026134,-19.32613022546416,0.9155670398051747,0.8778836943916364,1.43,Optimal Projectile Launch Settings
2,28.24892093815527,0.13497130956236703,34.95773272000612,480.2966188641529,-25.768130687282458,1.3874229073677826,1.8371785305566073,0.03,Balanced Launch Parameters for Accuracy
3,35.31116586146947,0.16871396823965767,27.947165952841484,525.3710482080444,-32.21013114910076,1.8046388874651953,1.2964733667215782,2.53,High-Angle Accurate Launch Strategy
4,17.073818907480945,0.14846837303328186,31.953506013140263,358.3263906017095,-28.34493087200978,0.37616525439282567,0.6749697384614195,39.77,Low Profile Precision Launch Settings
5,-28.755101533716005,0.6748531735459551,24.788664656707304,401.48858687782973,-128.84000923636611,0.43711735125215645,4.19089672329942,0.01,Global
6,29.522762898248654,31.000050740825117,30.244301678830972,769.9456024170374,-29.121496374296854,0.45094120813197636,0.8669899492971122,0.01,Low Profile Precision Launch Settings
7,17.237193881029796,3.9345747556288657,28.196959248504815,344.3673332067307,-35.3757809612895,0.3588842338303689,0.25775924441683873,29.54,Low Profile Precision Launch Settings
8,6.5630504678847785,2.70108916675314,30.554345185641157,361.8483563079909,-38.018570462635296,0.06411174628130377,0.2823657797003417,0.61,Global
9,4.5434739729633264,-4.133574044696388,44.38114630756033,357.1677558213385,-19.211888976050517,0.038317803139321205,5.929074778841752,2.55,Global
10,10.706988986894267,-38.431177788039975,13.518274111915114,369.68366618823546,-15.501872965656503,0.46943410616568326,5.635900816949958,0.02,Global
11,36.43676946754469,1.1778412772155775,10.008720678507649,380.2104065170685,-9.598542015201758,1.2420351025974519,4.895728661966327,0.04,Global
12,23.88182931455087,26.466427303928924,23.607353071995846,345.8356500130109,-17.008250993842893,0.6497157372887259,8.334439179614195,1.17,Global
13,16.79994,-8.993087532396922,37.500025,392.02810382202364,-11.370435236181478,0.41790800824222785,1.5989049949999998,1.74,Low Profile Precision Launch Settings
14,16.79994,13.486132094933934,37.500025,353.5691200566056,-17.341069613343773,0.2912286609248032,1.5989049949999998,0.48,Low Profile Precision Launch Settings
15,12.133267375479065,18.661589586103332,31.11599795798352,278.6705815683509,-65.58456657821954,0.8752947278990113,9.893147642253751,3.9,Global
16,18.376449737666896,-31.537717575305237,21.54093279472719,357.25931974099956,-87.13112110077137,0.9420587634115505,8.78917937588575,0.33,Global
17,-10.189605888572743,47.640244976458575,1.0241806395616337,350.21180634004867,-66.10776781948546,0.3158246133498739,7.592206085723449,0.0,Global
18,-3.1453075279311413,36.65386122136181,37.51569214933459,330.19932478995673,-47.756731551413026,1.4102830968981757,8.734722605137126,0.04,Global
19,-17.55479214122864,-37.24411365089017,46.72679934300927,292.454882016694,-47.33097453954727,0.582038681683563,6.385402184152698,0.01,Global
20,17.21297678839328,-2.0746559813566887,28.942626974351466,354.1747114176292,-34.158694534083274,0.3925015478079574,0.2542530525222736,37.85,Low Profile Precision Launch Settings
21,16.79994,-3.718792141411631,37.500025,366.32270347921616,-38.669538474680685,0.5246955578492775,1.5989049949999998,0.7,Low Profile Precision Launch Settings
22,36.89574424943788,54.858769794635776,7.782620312534622,2098.3043277253473,-52.04015714959334,1.2427289419855942,5.177752607936217,0.01,Global
23,43.04644836474145,-26.380176193516263,4.88612647261501,319.2723558397549,-53.005155681040506,1.0574779135181624,1.4100858703418384,0.01,Global
