iteration,pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,target,hypothesis
1,48.07983938364836,-37.666809802046316,35.62078345660776,1151.4916004308855,-7.166926479717233,1.4151670711715791,0.32490410784565715,0.01,optimized_throw_parameters_v2
2,43.463869970796345,-34.13348197494836,30.496627261910987,1461.1932415381439,-5.733546917292038,0.9321335890711916,0.3147228383022745,0.07,optimized_throw_parameters
3,37.695808796500394,-41.20013762914428,40.744939651304534,1741.789959323627,-8.600306042142435,0.6982005532719665,0.3964799676003926,0.0,optimized_throw_parameters_v3
4,33.84790055794433,-25.600154147850414,42.372471067214214,1570.8948826454025,-4.30016735486684,1.1491001069708042,0.21244968344186274,0.05,optimized_throw_parameters_v4
5,22.31938825704045,-170.66655654195912,27.483123893935456,1305.9671778548307,-28.667591248503953,0.6606696420077482,2.0544398540380464,0.0,Global
6,34.67461037677191,21.136443066961103,40.80293042361773,1715.8722474359572,-19.85560782742307,1.1665507527738719,0.5435634230333357,0.0,optimized_throw_parameters_v4
7,35.20237514839663,-16.684726895474622,37.22393593147279,1077.0744112925806,22.511374158081956,1.5284892482512777,1.3306215097040022,0.05,optimized_throw_parameters_v2
8,39.41148202710154,29.344347378746725,34.44576883365854,1479.2351002881855,38.05762370662231,2.0,2.4111273255233487,0.01,Global
9,2.855195462160746,-34.45177941312448,33.20010492239193,1556.250378554834,-6.901633841333121,0.020765284310757984,4.873526148611457,0.02,Global
10,15.375699168675531,-122.3719264889834,37.7307557674193,2053.520675836184,-175.23680376205849,1.5528690444948203,1.2417252101437817,0.0,Global
11,72.64882148121738,82.6936046887331,49.90183931534144,2766.673964041351,-23.171252497946057,1.8155500122749466,0.1085305847887961,0.0,Global
12,50.530598983199084,-12.37889863951932,17.140466980205964,1499.9378058874865,-24.437753183770383,1.115144195828292,1.0899522752063544,0.51,Global
13,55.37593295373554,-14.369410932522399,10.152016390662835,1502.003221216907,-29.243861929787293,1.0671821691416692,0.5962264815387706,0.03,Global
