iteration,0,1,2,3,4,5,6,7,8,9,mean_target,std_target,regret_0,regret_1,regret_2,regret_3,regret_4,regret_5,regret_6,regret_7,regret_8,regret_9,mean_regret,std_regret,mean_cum_regret,std_cum_regret
1,1.77,0.0,0.01,1.64,1.38,1.3,0.77,0.02,2.06,0.77,0.9719999999999999,0.7745220748593576,1.6099999999999999,3.38,3.37,1.74,2.0,2.08,2.61,3.36,1.3199999999999998,2.61,2.408,0.7745220748593578,2.408,0.7745220748593578
2,1.77,0.48,0.02,1.64,1.38,2.38,2.52,2.19,2.06,0.77,1.521,0.8479183660916632,1.6099999999999999,2.9,3.36,1.74,2.0,1.0,0.8599999999999999,1.19,1.3199999999999998,2.61,1.859,0.8479183660916632,4.2669999999999995,1.622440440951021
3,1.77,1.69,0.72,1.64,1.38,2.38,2.52,2.19,2.33,1.69,1.831,0.5448435045446027,1.6099999999999999,1.69,2.66,1.74,2.0,1.0,0.8599999999999999,1.19,1.0499999999999998,1.69,1.5489999999999997,0.5448435045446027,5.815999999999999,2.1672839454956234
4,1.77,2.04,1.99,1.64,1.38,2.38,2.52,2.19,2.33,2.05,2.029,0.35315876190618734,1.6099999999999999,1.3399999999999999,1.39,1.74,2.0,1.0,0.8599999999999999,1.19,1.0499999999999998,1.33,1.351,0.35315876190618734,7.166999999999999,2.520442707401811
5,1.77,2.04,1.99,1.64,1.75,2.38,2.52,2.19,2.33,2.05,2.066,0.2916314264425028,1.6099999999999999,1.3399999999999999,1.39,1.74,1.63,1.0,0.8599999999999999,1.19,1.0499999999999998,1.33,1.3139999999999998,0.2916314264425028,8.480999999999998,2.812074133844314
6,1.77,2.04,1.99,2.01,1.75,2.38,2.52,2.19,2.33,2.05,2.1029999999999998,0.2524128012249423,1.6099999999999999,1.3399999999999999,1.39,1.37,1.63,1.0,0.8599999999999999,1.19,1.0499999999999998,1.33,1.2769999999999997,0.2524128012249423,9.757999999999997,3.0644869350692563
7,1.96,2.04,1.99,2.02,1.75,2.66,2.52,2.19,2.33,2.33,2.179,0.2800178565734693,1.42,1.3399999999999999,1.39,1.3599999999999999,1.63,0.7199999999999998,0.8599999999999999,1.19,1.0499999999999998,1.0499999999999998,1.2009999999999998,0.2800178565734693,10.958999999999998,3.3445047916427257
8,2.33,2.04,1.99,2.02,1.75,2.66,2.52,2.19,2.33,2.33,2.2159999999999997,0.2722009061949158,1.0499999999999998,1.3399999999999999,1.39,1.3599999999999999,1.63,0.7199999999999998,0.8599999999999999,1.19,1.0499999999999998,1.0499999999999998,1.1639999999999997,0.2722009061949158,12.122999999999998,3.6167056978376415
9,2.33,2.04,1.99,2.45,1.8,2.66,2.52,2.19,2.66,2.33,2.2969999999999997,0.29013598344377917,1.0499999999999998,1.3399999999999999,1.39,0.9299999999999997,1.5799999999999998,0.7199999999999998,0.8599999999999999,1.19,0.7199999999999998,1.0499999999999998,1.0829999999999997,0.2901359834437792,13.205999999999998,3.9068416812814206
10,2.34,2.13,1.99,2.45,1.83,2.66,2.52,2.2,2.66,2.33,2.311,0.2763431843841197,1.04,1.25,1.39,0.9299999999999997,1.5499999999999998,0.7199999999999998,0.8599999999999999,1.1799999999999997,0.7199999999999998,1.0499999999999998,1.0689999999999997,0.2763431843841197,14.274999999999997,4.18318486566554
