iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,Hypothesis
33,0.0,1.25,0.0,0.0,0.0,4.2,0.0,0.0,0.0,3.0,12.34762960764416,Global
34,0.0,1.25,0.0,0.0,0.25,4.2,0.0,0.0,0.0,3.0,14.511507997038866,Global
35,0.25,2.0,0.0,1.0,0.0,4.800000000000001,0.75,0.0,0.0,0.0,2.2306402551462097,Global
36,0.0,1.75,0.0,0.0,0.25,4.0,0.0,0.0,0.0,0.5,10.967296718649283,Global
37,0.0,1.5,0.0,0.0,0.25,4.2,0.0,0.0,0.0,2.75,14.167749898753469,Global
38,0.0,1.25,0.0,0.0,0.25,4.0,0.0,0.0,0.0,3.0,14.49754232193332,Global
39,0.0,0.0,0.0,0.0,0.5,3.8,0.25,0.0,0.5,2.0,1.0333082366468582,Global
40,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.5,0.0,0.5,0.0846254047616177,What they knew
41,0.0,1.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,8.67323036737783,What they knew
42,0.0,1.75,0.0,0.25,0.5,4.6,0.25,0.0,0.0,0.75,14.881586491460778,Global
43,0.0,1.5,0.0,0.25,0.5,4.4,0.0,0.0,0.0,2.0,12.202633323169028,Global
44,0.0,1.75,0.0,0.0,0.25,4.2,0.0,0.0,0.0,2.25,11.885807415921906,Global
45,0.0,1.5,0.0,0.0,0.25,4.2,0.0,0.0,0.0,2.5,13.424293589296669,Global
46,0.0,2.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.75,13.3569774156376,Global
47,0.0,2.0,0.0,0.25,0.5,4.800000000000001,0.25,0.0,0.0,1.0,12.521895077781869,Global
48,0.0,2.0,0.0,0.25,0.0,5.0,0.0,0.0,0.0,0.5,7.136461715062799,What they knew
49,0.0,2.0,0.0,0.0,0.75,5.0,0.0,0.0,0.0,0.0,12.515393121533126,What they knew
50,0.0,1.5,0.0,0.0,0.25,4.4,0.0,0.0,0.0,2.5,13.197146184152349,Global
51,0.25,1.5,0.0,0.0,0.25,1.8,0.0,0.0,0.0,0.25,2.466358783144053,Global
52,0.25,0.5,0.0,0.5,0.75,4.0,0.75,0.0,0.0,0.75,5.749786562691433,Global
53,0.0,1.75,0.0,0.0,0.25,4.4,0.0,0.0,0.0,2.25,11.767614788207716,Global
54,0.0,1.5,0.0,0.0,0.5,4.0,0.0,0.0,0.0,0.5,14.36399665319518,Global
55,0.0,2.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,10.205910519331816,What they knew
56,0.0,2.0,0.25,0.0,0.75,5.0,0.0,0.0,0.0,0.5,3.00827398670767,What they knew
57,0.0,1.5,0.0,0.0,0.5,4.2,0.0,0.0,0.0,0.5,14.51633005118324,Global
58,0.0,1.0,0.0,0.0,1.0,1.6,0.0,0.0,0.25,0.5,5.116873735713193,Global
59,0.0,0.25,0.0,2.0,0.75,2.8,0.5,0.0,0.25,0.0,3.5755717445803743,Global
60,0.25,0.0,0.0,1.0,0.75,4.6,0.75,0.0,0.0,0.75,3.076370607474538,Global
61,0.0,1.75,0.0,0.75,0.0,3.6,0.0,0.0,0.25,1.0,6.663752615049949,Global
62,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.25,14.938318804792694,What they knew
63,0.0,2.0,0.0,0.0,1.5,5.0,0.0,0.0,0.0,0.75,17.75546599563489,What they knew
64,0.0,2.0,0.0,0.0,1.5,5.0,0.0,0.0,0.25,0.75,11.486682527529076,What they knew
65,0.0,2.0,0.0,0.0,1.25,5.0,0.0,0.0,0.0,0.75,16.658208384327605,What they knew
66,0.0,1.5,0.0,0.0,1.25,4.4,0.0,0.0,0.0,0.5,14.586215183010626,Global
67,0.0,2.0,0.0,0.0,1.5,4.6,0.0,0.0,0.0,0.5,17.67956927547042,Global
68,0.0,2.0,0.0,0.0,1.5,4.4,0.25,0.0,0.0,0.5,13.660627526086063,Global
69,0.0,2.0,0.0,0.0,1.25,4.4,0.0,0.0,0.0,1.5,15.058684884059163,Global
70,0.0,2.0,0.0,0.0,1.25,4.800000000000001,0.0,0.0,0.0,1.5,15.794628432819334,Global
71,0.0,1.0,0.0,0.5,1.0,5.0,0.0,0.0,0.0,0.75,13.556730023489058,What they knew
72,0.0,1.75,0.0,0.0,2.5,5.0,0.25,0.0,0.0,0.0,11.973168767735825,What they knew
73,0.0,1.75,0.0,0.0,1.5,4.800000000000001,0.0,0.0,0.0,1.25,16.025476733719053,Global
74,0.0,1.75,0.0,0.0,1.5,4.800000000000001,0.0,0.0,0.0,1.0,17.063210123516846,Global
75,0.0,1.0,0.0,1.0,0.25,4.800000000000001,0.5,0.0,0.0,0.0,12.690401170626808,Global
76,0.0,1.75,0.0,0.25,1.5,4.800000000000001,0.0,0.0,0.0,1.0,17.575655982788803,Global
77,0.0,1.0,0.25,0.25,2.0,3.4000000000000004,0.0,0.0,0.25,0.25,0.9833155714329904,Global
78,0.25,1.0,0.0,1.25,0.75,5.0,0.25,0.0,0.25,0.0,5.663828416796669,What they knew
79,0.0,2.0,0.0,0.25,1.5,5.0,0.0,0.0,0.0,0.75,18.912264502439346,What they knew
80,0.0,1.0,0.0,0.5,1.75,5.0,0.25,0.0,0.0,0.0,6.161210906963351,What they knew
81,0.0,1.75,0.0,0.25,1.5,5.0,0.0,0.0,0.0,0.75,17.960389714604574,What they knew
82,0.0,2.0,0.0,0.25,1.5,4.800000000000001,0.0,0.0,0.0,0.5,18.962142572555777,Global
83,0.0,1.25,0.0,0.0,0.5,4.2,0.0,0.0,0.0,3.0,14.990316103560671,Global
84,0.0,0.75,0.0,0.25,0.25,3.0,0.25,0.0,0.0,0.0,7.223289219220718,Global
85,0.0,1.0,0.0,0.5,0.75,3.0,0.5,0.0,0.0,1.25,8.678048100481961,Global
86,0.0,1.75,0.0,1.0,0.0,1.4,0.0,0.0,0.0,0.25,4.156385100118699,Global
87,0.0,0.0,0.0,1.0,0.25,2.2,0.5,0.0,0.0,1.25,1.9755750457223864,Global
88,0.0,1.75,0.0,0.5,1.5,5.0,0.0,0.0,0.0,0.75,17.696734290053357,What they knew
89,0.0,2.0,0.0,0.25,0.25,5.0,0.25,0.0,0.25,0.5,7.068106174063293,What they knew
90,0.0,2.5,0.0,0.25,0.0,1.8,0.25,0.0,0.0,0.75,5.334828461062892,Global
91,0.0,0.5,0.0,0.25,0.75,2.6,0.25,0.0,0.0,1.25,7.29250735745374,Global
92,0.25,1.0,0.0,0.0,0.25,1.6,0.0,0.0,0.0,2.0,3.403324995926875,Global
93,0.0,1.5,0.0,0.5,0.25,3.2,0.0,0.0,0.25,0.25,7.6376319948345746,Global
94,0.25,0.0,0.0,1.25,1.0,1.0,0.0,0.0,0.25,0.5,0.7139082448445109,Global
95,0.0,1.25,0.0,1.5,0.25,5.0,0.0,0.0,0.25,0.25,8.224830768134439,What they knew
96,0.25,1.0,0.0,1.75,0.25,5.0,0.0,0.0,0.0,0.25,5.162887551529538,What they knew
97,0.0,1.5,0.0,0.5,1.5,2.2,0.25,0.0,0.0,0.0,7.365873199896069,Global
98,0.0,1.25,0.0,1.0,0.0,3.4000000000000004,0.25,0.0,0.25,0.0,4.708708719275092,Global
99,0.0,0.75,0.25,1.0,1.0,1.2,0.25,0.0,0.0,0.25,0.8531484046117924,Global
100,0.0,0.5,0.0,0.5,0.75,3.2,0.0,0.0,0.0,0.5,13.590584918086464,Global
101,0.0,2.0,0.0,0.25,1.5,4.6,0.0,0.0,0.0,0.5,18.96193685158522,Global
102,0.25,1.5,0.0,0.0,1.0,5.0,0.5,0.0,0.0,0.25,5.716062505955389,What they knew
103,0.0,2.0,0.0,0.75,0.5,5.0,0.25,0.0,0.0,0.0,14.449847117744216,What they knew
104,0.0,2.0,0.0,0.25,1.25,4.6,0.0,0.0,0.0,0.5,18.43320372977115,Global
105,0.0,1.5,0.0,0.5,0.75,4.0,0.0,0.0,0.0,0.5,19.407544474637,Global
