iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,Hypothesis
1,0.0,1.0,0.0,0.0,0.0,5.0,0.25,0.0,0.0,1.25,7.858939699976015,What they knew
2,0.25,0.0,0.0,0.0,0.0,2.2,0.5,0.0,0.0,1.5,0.8346506900347971,Global
3,0.0,2.0,0.0,0.25,0.0,3.8,0.75,0.0,0.0,0.0,4.032957916000955,Global
4,0.75,1.25,0.25,0.75,0.25,4.6,0.0,0.5,0.0,0.0,0.0155044618013054,Global
5,0.75,0.25,0.25,1.75,0.25,2.8,0.0,0.0,0.25,0.0,0.0402949771224051,Global
6,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.25,8.640358990786895,What they knew
7,0.0,1.0,0.0,0.0,0.0,5.0,0.75,0.0,0.0,1.0,5.816437810786837,What they knew
8,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.25,0.25,0.25,1.0002061026533056,What they knew
9,0.0,0.0,2.0,0.25,0.25,5.0,0.0,0.0,0.0,0.0,0.0013632031497471,Global
10,0.5,0.75,0.0,0.5,0.0,5.0,0.0,0.0,0.0,0.75,0.643260169632829,Global
11,0.0,0.0,0.0,0.0,0.5,3.2,0.0,0.0,0.0,1.5,4.437586379098626,Global
12,0.0,0.0,0.25,0.0,0.0,4.800000000000001,0.0,0.0,0.0,2.25,0.4865518506667466,Global
13,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.75,0.0,0.0,8.666756021768995e-22,Global
14,0.0,1.25,0.25,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.4800511821433231,What they knew
15,0.75,1.25,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.25,0.0921983736550211,What they knew
16,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.5,0.0,0.0,0.042402423773431,Global
17,0.0,3.75,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.0,3.906372650374388,Global
18,0.0,3.75,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,1.0,8.7684315131395,Global
19,0.0,0.0,0.0,3.75,0.0,4.800000000000001,0.0,0.0,0.0,1.0,0.8036492184429516,Global
20,0.0,2.75,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,2.0,10.367551948713144,Global
21,0.0,1.75,0.0,0.0,0.0,4.6,0.0,0.0,0.0,3.0,11.60648059522332,Global
22,0.0,1.25,0.0,0.0,0.0,4.4,0.0,0.0,0.0,3.5,12.081455869157036,Global
23,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.5,11.678070214095968,Global
24,0.0,0.25,0.0,0.0,0.0,4.4,0.0,0.0,0.0,3.75,8.330539477837489,Global
25,0.0,1.75,0.0,0.0,0.0,3.6,0.0,0.0,0.0,3.0,11.413205051260412,Global
26,0.0,1.75,0.0,0.0,0.0,4.0,0.0,0.0,1.75,0.0,0.0619697853736663,Global
27,0.0,1.25,0.0,0.0,0.0,4.2,0.0,0.0,0.0,3.5,11.96587544339654,Global
28,1.0,1.0,0.0,0.0,2.75,5.0,0.0,0.0,0.0,0.0,0.0050039240960105,What they knew
29,0.0,1.0,0.25,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.2025779676132191,What they knew
30,0.0,1.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.25,12.222117188041194,Global
31,0.0,0.25,0.0,0.5,0.75,2.0,0.0,0.0,0.25,1.5,3.769601031111264,Global
32,0.0,1.25,0.0,0.0,0.0,4.2,0.0,0.0,0.0,3.25,12.474054221103849,Global
