iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,Hypothesis
1,0.0,1.75,0.5,0.0,0.25,5.0,0.0,0.5,0.25,0.0,0.0076803714359112,What they knew
2,0.0,1.0,0.75,0.0,0.25,2.8,0.0,1.5,0.25,0.0,0.0021514502693964,Global
3,1.25,0.0,0.25,0.5,0.25,1.8,0.25,0.0,1.0,0.0,0.0149736149254526,Global
4,0.25,0.0,0.25,0.25,0.0,4.800000000000001,0.0,1.75,0.25,0.0,0.0024126391082735,Global
5,0.75,0.0,0.0,0.0,0.0,3.4000000000000004,1.0,0.0,0.25,0.0,0.1092112467356703,Global
6,0.5,1.25,0.25,0.25,0.5,5.0,0.0,0.0,0.5,0.0,0.107916580006679,What they knew
7,0.25,1.0,0.25,0.0,0.5,5.0,0.25,0.0,0.0,2.25,0.9818479897057512,What they knew
8,0.0,1.0,0.25,0.25,0.25,5.0,0.25,0.25,0.75,0.25,0.1577838316886426,What they knew
9,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,10.50733164859079,What they knew
10,0.0,1.0,0.0,0.0,0.0,5.0,0.25,0.0,0.0,3.5,8.668361497616797,What they knew
11,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.75,11.77370077179145,What they knew
12,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.25,3.5,7.469814147052421,What they knew
13,0.0,2.25,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,7.193493155801945,What they knew
14,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,3.75,0.237338050231643,Global
15,0.0,0.0,0.25,0.25,0.0,4.0,0.0,0.25,0.0,4.0,0.1849194861781537,Global
16,0.0,0.5,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,4.25,10.643297506113928,Global
17,0.75,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,3.5,0.0617688355804439,Global
18,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,3.5,4.514526208056006,Global
19,0.25,1.25,0.0,0.0,0.0,5.0,0.5,0.0,0.0,1.75,2.883070911376599,What they knew
20,0.0,1.0,0.0,0.0,0.75,5.0,0.0,0.5,0.0,0.0,0.1147120117102357,What they knew
21,0.0,0.25,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,3.75,7.842088210036056,Global
22,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.2947945593699863,Global
23,0.0,1.25,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,3.5,12.118999421316529,Global
24,0.0,1.25,0.0,0.0,0.0,4.6,0.0,0.0,0.0,3.5,12.150250484755976,Global
25,0.25,0.0,0.0,0.5,1.0,4.6,0.5,0.0,0.25,1.25,1.5434363496015913,Global
26,0.0,1.0,0.0,0.0,0.5,3.0,0.25,0.0,0.0,0.5,10.1121649972193,Global
27,0.0,1.25,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.25,12.263870371787627,Global
28,0.0,1.25,0.0,0.0,0.25,3.8,0.0,0.0,0.0,3.25,14.361601655427052,Global
29,0.0,1.25,0.0,0.0,0.25,3.6,0.0,0.0,0.0,3.0,14.299142170982536,Global
30,0.0,1.25,0.0,0.0,0.25,3.8,0.0,0.0,0.0,3.0,14.429416978175263,Global
31,0.25,0.25,0.0,0.0,0.5,1.4,0.25,0.0,0.25,0.25,1.101813321418616,Global
32,0.25,2.0,0.0,1.0,0.0,1.2,0.75,0.0,0.0,0.0,1.2620808861235249,Global
33,0.0,1.5,0.0,0.75,0.5,2.6,0.25,0.0,0.25,0.25,7.475405376241788,Global
34,0.0,1.0,0.25,0.25,0.75,3.6,0.5,0.0,0.25,0.75,1.5933019034353175,Global
35,0.0,0.5,0.0,2.0,0.0,2.6,1.0,0.0,0.0,0.0,1.346292190520035,Global
36,0.0,1.0,0.0,0.0,0.25,5.0,0.0,0.0,0.0,3.25,14.15600907926154,What they knew
37,0.0,1.25,0.0,0.0,0.25,5.0,0.0,0.0,0.0,2.75,13.124464745722037,What they knew
38,0.0,1.0,0.0,0.0,0.25,3.2,0.0,0.0,0.0,3.25,14.024802779170532,Global
39,0.0,1.0,0.0,0.0,0.25,3.4000000000000004,0.0,0.0,0.0,3.25,14.202433335597242,Global
40,0.0,1.0,0.0,0.0,0.25,3.4000000000000004,0.0,0.0,0.0,3.0,14.062829682378004,Global
41,0.0,1.0,0.0,0.0,0.25,3.6,0.0,0.0,0.0,3.0,14.127939139873304,Global
42,0.0,0.25,0.0,0.5,0.75,3.8,0.0,0.0,0.25,1.75,4.309839101597208,Global
43,0.0,1.0,0.0,1.5,0.0,5.0,0.0,0.25,0.0,1.5,1.5707310295044248,What they knew
44,0.0,1.0,0.0,0.25,1.0,5.0,0.0,0.0,0.0,2.0,9.904252634762187,What they knew
45,0.0,1.0,0.0,0.0,0.5,3.4000000000000004,0.0,0.0,0.0,3.0,14.353995969463051,Global
46,0.0,1.25,0.0,0.0,0.75,4.4,0.0,0.0,0.0,1.75,15.707187950981467,Global
47,0.0,1.25,0.0,0.0,0.5,3.4000000000000004,0.0,0.0,0.0,2.0,14.32465109185002,Global
48,0.0,1.25,0.0,0.0,0.5,4.0,0.0,0.0,0.0,2.5,14.276156793856671,Global
49,0.0,1.25,0.0,0.25,0.5,3.0,0.0,0.0,0.0,2.25,13.286581904081288,Global
50,0.0,1.25,0.0,0.0,0.5,4.0,0.0,0.0,0.0,2.0,14.413770596514327,Global
51,0.0,1.25,0.0,0.0,0.5,3.8,0.0,0.0,0.0,1.75,14.995547030914878,Global
52,0.5,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.75,0.8251676812642534,What they knew
53,0.25,1.5,0.0,0.25,1.25,5.0,0.25,0.0,0.0,0.5,6.941735783743091,What they knew
54,0.25,0.25,0.0,0.25,1.5,4.6,0.0,0.25,0.25,0.75,0.3343559783577265,Global
55,0.25,0.75,0.0,0.75,1.25,1.4,0.25,0.0,0.25,0.0,1.6178131302136955,Global
56,0.0,1.25,0.0,0.0,0.5,4.0,0.0,0.0,0.0,1.75,14.984179002132493,Global
57,0.0,1.25,0.0,0.0,0.5,4.0,0.0,0.0,0.0,1.5,15.576936567539429,Global
58,0.0,1.25,0.0,0.0,0.5,4.0,0.0,0.0,0.0,1.25,15.999294567370804,Global
59,0.0,1.25,0.0,0.0,0.5,4.0,0.0,0.0,0.0,1.0,16.01204208660892,Global
60,0.0,1.25,0.0,1.0,0.25,2.2,0.0,0.0,0.0,0.75,8.669992024078704,Global
61,0.25,1.0,0.0,0.75,0.5,4.800000000000001,0.0,0.0,0.0,0.0,6.50875900727294,Global
62,0.0,1.0,0.0,0.0,0.25,3.8,0.0,0.0,0.0,3.0,14.146016572175425,Global
63,0.0,1.25,0.0,0.5,0.5,3.2,0.25,0.0,0.5,0.75,4.9000946201341815,Global
64,0.0,1.25,0.0,0.0,0.5,2.4000000000000004,0.0,0.0,0.0,1.0,12.190852834470494,Global
65,0.25,1.0,0.0,0.5,2.0,5.0,0.0,0.25,0.0,0.0,0.8732553003546396,What they knew
66,0.0,1.0,0.0,0.5,0.25,5.0,0.0,0.0,0.0,3.0,12.241910827679414,What they knew
67,0.0,1.25,0.0,0.0,0.5,4.2,0.0,0.0,0.0,1.0,15.99349621578424,Global
68,0.0,1.0,0.0,0.0,0.25,4.0,0.0,0.0,0.0,3.0,14.147470147066084,Global
69,0.25,0.75,0.0,0.25,0.75,2.4000000000000004,0.0,0.0,0.25,1.5,3.165524822606755,Global
70,0.0,1.25,0.0,0.0,0.5,4.4,0.0,0.0,0.0,1.0,15.836920086080978,Global
71,0.0,1.0,0.0,0.25,0.5,2.4000000000000004,1.0,0.0,0.25,0.25,4.291732153198441,Global
72,0.0,1.25,0.0,0.0,0.0,5.0,0.25,0.0,0.0,1.75,8.042962177597854,What they knew
73,0.0,1.75,0.0,0.0,2.5,5.0,0.25,0.0,0.0,0.0,11.973168767735825,What they knew
74,0.0,1.5,0.0,0.0,2.0,4.800000000000001,0.0,0.0,0.0,0.0,14.34291760019887,Global
75,0.0,1.25,0.0,0.0,0.75,4.2,0.0,0.0,0.0,0.75,16.33269247913458,Global
76,0.0,1.5,0.0,0.0,0.75,4.2,0.0,0.0,0.0,1.0,16.912702563541714,Global
77,0.0,1.25,0.0,0.0,0.75,4.2,0.0,0.0,0.0,1.0,16.614021853174364,Global
78,0.0,1.5,0.0,0.0,1.25,2.0,0.0,0.0,0.5,0.75,2.718428473414108,Global
79,0.0,2.0,0.0,0.5,0.25,4.6,0.25,0.25,0.0,0.25,2.4675566911595537,Global
80,0.0,2.0,0.0,0.25,1.5,1.6,0.0,0.0,0.0,0.0,7.854026748496127,Global
81,0.0,1.25,0.0,0.0,1.75,3.8,0.5,0.0,0.0,0.0,5.633715072686279,Global
82,0.0,1.25,0.0,0.0,2.25,5.0,0.0,0.0,0.0,1.0,9.664741421972678,What they knew
83,0.25,1.0,0.0,1.25,0.75,5.0,0.25,0.0,0.25,0.0,5.663828416796669,What they knew
84,0.0,1.0,0.0,0.0,0.25,4.0,0.0,0.0,0.0,3.25,14.447276939560115,Global
85,0.0,0.5,0.0,0.75,0.5,3.8,0.25,0.0,0.0,1.0,13.556536339804357,Global
86,0.0,1.25,0.0,0.25,0.5,4.2,0.0,0.0,0.0,1.0,17.20120092524659,Global
87,0.25,0.25,0.0,0.5,0.25,1.2,0.0,0.0,0.0,2.5,1.6130382623628323,Global
88,0.0,1.25,0.0,0.0,0.75,3.6,0.25,0.0,0.0,1.5,12.069077115753052,Global
89,0.0,0.0,0.0,0.75,1.0,3.8,0.25,0.0,0.0,1.25,3.932170867306403,Global
90,0.25,0.5,0.0,0.5,0.0,4.0,0.25,0.0,0.0,0.75,2.8132333402385097,Global
91,0.0,1.75,0.0,0.0,1.75,5.0,0.0,0.0,0.0,0.25,17.238347105838105,Global
92,0.0,1.5,0.0,0.0,1.25,4.800000000000001,0.0,0.0,0.0,0.5,14.810355342849531,Global
93,0.0,1.75,0.0,0.0,1.75,4.800000000000001,0.0,0.0,0.0,0.25,17.59675614202969,Global
94,0.0,1.75,0.0,0.0,1.75,4.6,0.0,0.0,0.0,0.25,17.747846695804956,Global
95,0.0,1.75,0.0,0.0,1.75,4.4,0.0,0.0,0.0,0.5,17.1580974349092,Global
96,0.0,1.75,0.0,0.0,1.75,4.6,0.0,0.0,0.0,0.0,17.97830519731706,Global
97,0.0,1.75,0.0,0.0,1.5,4.4,0.0,0.0,0.0,0.0,15.502728762710078,Global
98,0.0,1.25,0.0,0.25,0.5,4.2,0.0,0.0,0.0,0.75,16.865341501046846,Global
99,0.0,1.0,0.0,0.75,1.0,4.800000000000001,0.25,0.0,0.0,0.0,14.30932465834365,Global
100,0.0,1.25,0.0,0.5,0.5,4.4,0.0,0.0,0.0,0.75,17.56799667682306,Global
101,0.0,0.75,0.0,0.0,0.75,4.0,0.0,0.0,0.0,0.5,12.953897224896195,Global
102,0.0,1.75,0.0,0.25,1.5,5.0,0.0,0.0,0.0,0.5,17.919931909287122,What they knew
103,0.0,1.75,0.0,0.0,1.5,5.0,0.0,0.0,0.0,0.75,17.1360465656829,What they knew
104,0.0,1.25,0.0,0.5,0.75,4.4,0.0,0.0,0.0,0.75,20.468846810312776,Global
105,0.0,1.75,0.0,0.25,1.75,4.6,0.0,0.0,0.0,0.0,17.821493882354613,Global
