iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,Hypothesis
65,0.0,1.25,0.0,0.75,0.5,5.0,0.0,0.25,0.0,0.0,2.941730597605152,What they knew
66,0.0,2.25,0.0,1.0,0.0,5.0,0.75,0.0,0.0,0.0,3.2676219769347923,What they knew
67,0.0,0.25,0.0,1.5,0.25,3.4000000000000004,0.25,0.0,0.0,0.5,7.741785234448985,Global
68,0.0,0.75,0.0,1.0,0.75,3.2,0.0,0.0,0.0,1.5,15.11180865133897,Global
69,0.0,3.25,0.0,0.75,0.25,3.8,0.0,0.0,0.0,0.5,14.26608685374518,Global
70,0.0,0.0,0.0,1.5,0.25,2.6,1.5,0.0,0.0,0.25,0.5592310969869698,Global
71,0.0,1.25,0.0,1.0,0.0,3.8,0.0,0.0,0.25,0.0,5.161943721439677,Global
72,0.25,1.0,0.0,1.25,0.75,5.0,0.25,0.0,0.25,0.0,5.663828416796669,What they knew
73,0.0,1.0,0.25,0.75,0.25,5.0,0.0,0.0,0.0,1.25,2.0266052586627348,What they knew
74,0.0,0.0,0.25,0.75,0.5,3.8,0.25,0.0,0.25,1.25,0.7108787248555621,Global
75,0.0,0.25,0.0,0.5,0.75,3.0,1.0,0.25,0.0,0.0,1.1925163964347727,Global
76,0.0,0.5,0.0,1.0,1.0,2.4000000000000004,0.5,0.0,0.5,0.25,2.460787945988929,Global
77,0.0,1.0,0.0,0.5,1.0,2.4000000000000004,0.5,0.0,0.0,0.5,7.0003400486209975,Global
78,0.25,1.0,0.0,1.25,0.0,4.4,0.25,0.0,0.25,0.25,3.1423159743703524,Global
79,0.0,2.25,0.0,0.75,0.0,5.0,0.0,0.0,0.0,1.0,8.300722630500491,What they knew
80,0.5,1.25,0.0,0.75,1.5,5.0,0.0,0.0,0.0,0.0,0.9980579603690896,What they knew
81,0.0,0.75,0.0,1.0,0.25,2.8,0.0,0.0,0.0,0.0,8.994546926359284,Global
82,0.0,0.5,0.0,0.25,0.5,1.4,0.0,0.0,0.0,1.25,7.124628130002426,Global
83,0.0,0.75,0.0,1.25,0.5,1.4,0.0,0.0,0.0,1.0,6.3581166960132265,Global
84,0.0,0.5,0.0,1.0,0.5,1.8,0.5,0.0,0.0,0.75,3.764703683161484,Global
85,0.0,3.5,0.0,0.5,0.25,3.8,0.0,0.0,0.0,0.0,16.394912812113276,Global
86,0.0,1.0,0.0,1.5,0.0,5.0,0.0,0.25,0.0,1.5,1.5707310295044248,What they knew
87,0.0,2.0,0.0,0.25,0.5,5.0,0.25,0.0,0.0,0.0,12.375227707670978,What they knew
88,0.0,3.5,0.0,0.5,0.25,4.0,0.0,0.0,0.0,0.0,16.549547730938308,Global
89,0.0,0.75,0.0,0.5,0.75,4.6,0.5,0.25,0.25,0.75,2.19343212657781,Global
90,0.0,0.5,0.0,0.75,0.75,3.6,0.5,0.0,0.25,1.0,7.517330158005553,Global
91,0.25,0.0,0.0,1.25,1.0,4.2,0.5,0.0,0.0,0.75,2.71330010970041,Global
92,0.0,0.75,0.0,0.75,1.5,2.6,0.5,0.0,0.25,0.25,3.0506104211539222,Global
93,0.0,2.5,0.0,0.5,0.5,5.0,0.0,0.0,0.0,0.0,10.657136573945364,What they knew
94,0.0,1.25,0.0,0.25,1.25,5.0,0.0,0.0,0.25,0.0,8.32166060761645,What they knew
95,0.0,0.75,0.0,0.0,0.25,3.0,0.5,0.0,0.0,1.75,4.103110744465724,Global
96,0.0,1.75,0.0,0.25,1.5,3.2,0.25,0.0,0.0,0.0,10.909888485615596,Global
97,0.0,3.25,0.0,0.5,0.5,3.8,0.0,0.0,0.0,0.0,16.082507521895778,Global
98,0.0,2.0,0.0,0.75,0.5,2.4000000000000004,0.0,0.0,0.0,0.25,10.734198989642524,Global
99,0.0,0.0,0.0,0.0,1.0,2.2,0.0,0.0,0.0,2.75,0.8814786422262175,Global
100,0.0,2.5,0.0,0.25,0.75,5.0,0.0,0.0,0.0,1.0,15.504076869219327,What they knew
101,0.0,1.25,0.0,0.5,1.5,5.0,0.0,0.0,0.0,0.25,11.856966211300191,What they knew
102,0.0,2.5,0.0,0.5,0.5,3.8,0.0,0.0,0.0,0.75,13.900835009470155,Global
103,0.0,1.5,0.0,0.5,0.75,4.0,0.0,0.0,0.0,1.0,18.46364660991648,Global
104,0.0,3.75,0.0,0.5,0.25,4.0,0.0,0.0,0.0,0.0,17.618526511019,Global
105,0.0,1.25,0.0,0.5,0.5,4.2,0.0,0.0,0.0,1.0,17.743952491271045,Global
