iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,Hypothesis
1,0.0,1.25,0.0,0.0,0.25,5.0,0.0,0.0,1.0,1.0,0.514539904349881,What they knew
2,0.0,0.25,0.0,0.0,0.5,3.0,0.0,0.0,1.25,1.25,0.1741632663740705,Global
3,0.0,0.5,0.25,0.75,0.5,1.6,0.5,0.0,0.75,0.5,0.2712732395867959,Global
4,0.0,0.0,0.25,0.5,1.75,4.4,0.75,0.0,0.25,0.0,0.1762659629458678,Global
5,0.0,1.0,0.25,0.25,0.5,4.0,0.0,0.5,0.25,0.0,0.0672685154773201,Global
6,0.0,1.25,0.0,0.0,0.0,5.0,0.0,0.0,0.75,0.5,1.1007339691003244,What they knew
7,0.25,2.5,0.25,0.25,0.0,5.0,0.0,0.0,0.0,0.0,0.6628334836842272,What they knew
8,0.0,1.0,0.0,0.0,2.25,5.0,0.25,0.5,0.0,0.25,0.0543312442402199,What they knew
9,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,1.0271827000204302e-05,Global
10,0.0,4.75,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,2.701534992936128,Global
11,0.0,4.0,0.0,0.0,0.0,3.4000000000000004,0.0,0.75,0.0,0.0,0.2357366112077845,Global
12,0.0,5.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.937293563709438,Global
13,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,5.0,0.0,0.0,7.271174225346877e-24,Global
14,0.0,5.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,3.055615607420861,Global
15,0.0,4.75,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,0.0,3.4899629060053154,Global
16,0.0,4.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.061968412351283,Global
17,0.0,4.75,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,4.080113278255388,Global
18,0.0,4.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.25,6.533044050323494,Global
19,0.0,4.5,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.25,6.705384532887209,Global
20,0.0,4.25,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.5,8.728761695880685,Global
21,0.0,3.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,8.517440288824893,Global
22,0.0,4.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.75,9.070845599360716,Global
23,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.75,8.824628094507052,Global
24,0.0,3.75,0.0,0.0,0.0,3.4000000000000004,0.0,0.0,1.0,0.0,0.0692254330856441,Global
25,0.0,3.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.25,5.985779257457281,Global
26,0.0,4.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.75,7.6845433641050676,Global
27,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,3.0,1.25,0.0,3.9754197510871934e-08,Global
28,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,8.376452189942903,What they knew
29,0.0,1.75,0.0,0.75,0.25,5.0,0.0,0.0,0.0,0.75,12.544807939166825,What they knew
30,0.0,1.0,0.0,0.75,0.0,5.0,0.0,0.0,0.0,0.75,7.934614516794476,What they knew
31,0.0,2.0,0.0,0.0,0.25,5.0,0.0,0.0,0.0,0.75,9.920558160037288,What they knew
32,0.0,3.25,0.0,0.5,0.0,4.6,0.0,0.0,0.0,0.5,9.70314289122862,Global
33,0.0,3.25,0.0,0.75,0.0,4.4,0.0,0.0,0.0,0.5,9.799023626564406,Global
34,0.0,3.0,0.0,0.75,0.25,4.6,0.0,0.0,0.0,0.5,12.131621152152013,Global
35,0.0,3.0,0.0,0.75,0.25,4.6,0.0,0.0,0.0,0.75,12.334552460105368,Global
36,0.0,2.75,0.0,0.75,0.25,5.0,0.0,0.0,0.0,0.5,10.317381886340735,Global
37,0.0,1.5,0.0,2.0,0.25,5.0,0.0,0.0,0.0,0.75,9.032478948040303,What they knew
