iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,Hypothesis
38,0.0,1.0,0.0,0.5,0.25,5.0,0.0,0.0,0.0,0.75,11.758766158896371,What they knew
39,0.5,2.0,0.0,0.75,0.25,4.0,0.5,0.0,0.0,0.5,0.8374956732712959,Global
40,0.0,2.0,0.0,0.75,0.25,4.0,0.0,0.0,0.0,0.5,13.246575301887148,Global
41,0.25,1.25,0.0,0.75,0.25,4.0,0.0,0.0,0.0,0.5,5.8102437325245,Global
42,0.0,1.25,0.0,0.75,0.25,4.0,0.0,0.0,0.0,0.5,12.006401958092638,Global
43,0.0,2.25,0.0,0.75,0.0,4.0,0.25,0.0,0.0,0.5,8.544353689229718,Global
44,0.0,2.25,0.0,0.75,0.0,4.0,0.0,0.0,0.0,0.5,9.754065574409916,Global
45,0.0,2.25,0.0,0.75,0.25,3.8,0.0,0.0,0.0,0.5,13.353812044926114,Global
46,0.0,2.0,0.0,0.75,0.25,3.8,0.0,0.0,0.0,0.5,13.256691755705411,Global
47,0.0,0.0,0.0,0.25,0.0,1.0,0.5,0.0,0.0,0.5,0.862269320589429,Global
48,0.0,0.5,0.0,1.5,0.5,4.6,0.0,0.0,0.25,0.25,9.05592912429288,Global
49,0.0,0.75,0.0,1.5,0.25,2.2,0.25,0.0,0.0,0.5,6.078648973047773,Global
50,0.0,0.25,0.0,0.5,0.5,2.6,0.0,0.25,0.5,0.0,0.5451203724045284,Global
51,0.0,2.5,0.0,0.75,0.25,5.0,0.0,0.25,0.0,0.75,2.326058231984844,What they knew
52,0.0,1.0,0.0,0.75,0.25,5.0,0.25,0.0,0.0,0.75,13.127033926782882,What they knew
53,0.0,1.75,0.0,0.75,0.25,4.2,0.0,0.0,0.0,0.5,13.201316246604264,Global
54,0.0,0.25,0.0,1.75,0.5,2.0,0.25,0.0,0.0,0.25,4.006734859970396,Global
55,0.25,2.0,0.0,1.0,0.0,4.2,0.75,0.0,0.0,0.0,2.3675142601591848,Global
56,0.25,0.5,0.0,0.25,0.5,4.2,0.75,0.0,0.0,0.0,5.1832405356492215,Global
57,0.0,1.5,0.0,0.25,0.75,3.4000000000000004,1.5,0.0,0.0,0.0,1.8042508001282047,Global
58,0.0,1.5,0.0,0.75,0.25,5.0,0.25,0.0,0.0,0.75,12.535770603471189,What they knew
59,0.5,1.0,0.0,0.75,0.25,5.0,0.5,0.0,0.0,0.75,1.140920186217044,What they knew
60,0.0,1.5,0.0,0.75,0.25,4.2,0.0,0.0,0.0,0.5,12.586279567011196,Global
61,0.0,2.25,0.0,0.75,0.0,4.0,0.0,0.0,0.0,1.25,9.636189018271496,Global
62,0.0,1.5,0.0,0.75,0.25,4.0,0.0,0.0,0.0,0.75,12.827131215194765,Global
63,0.25,0.5,0.0,0.0,0.25,2.4000000000000004,0.75,0.0,0.0,1.0,1.7977241741204513,Global
64,0.25,1.25,0.0,0.25,0.75,3.2,0.25,0.0,0.0,0.5,5.754688775138824,Global
65,0.0,1.0,0.0,0.75,0.25,5.0,0.5,0.0,0.0,0.75,13.689857975346545,What they knew
66,0.0,1.0,0.0,0.75,0.25,5.0,0.75,0.0,0.0,0.75,12.950719648267352,What they knew
67,0.0,1.25,0.0,0.75,0.25,5.0,0.5,0.0,0.0,0.75,13.152319456006442,What they knew
68,0.0,1.0,0.0,0.75,0.25,4.4,0.25,0.0,0.0,0.75,13.253355589317083,Global
69,0.0,2.0,0.0,0.5,0.25,3.0,0.75,0.0,0.0,0.25,7.321037281455013,Global
70,0.0,0.0,0.0,1.0,0.5,2.4000000000000004,1.75,0.0,0.25,0.25,0.2589649274441273,Global
71,0.25,0.0,0.0,1.25,0.0,4.4,0.5,0.0,0.0,1.0,1.7243345454228818,Global
72,0.0,0.25,0.0,0.75,1.0,4.0,0.0,0.0,0.25,0.0,4.009909343965661,Global
73,0.25,1.0,0.0,0.25,0.25,5.0,0.0,0.0,0.25,0.75,3.762496663944578,What they knew
74,0.0,1.25,0.0,0.5,0.0,5.0,0.75,0.0,0.25,0.75,5.300372176137025,What they knew
75,0.0,1.0,0.25,0.75,0.25,4.6,0.25,0.0,0.0,0.75,2.182520473733677,Global
76,0.0,1.5,0.0,0.0,0.25,3.8,0.5,0.0,0.25,1.0,6.038878927220156,Global
77,0.0,1.0,0.0,0.75,0.25,4.6,0.25,0.0,0.0,0.5,12.986495772187526,Global
78,0.0,0.75,0.0,0.75,0.25,4.6,0.25,0.0,0.0,0.5,12.799305835323512,Global
79,0.25,1.25,0.0,0.0,0.75,2.2,0.0,0.0,0.0,0.0,3.279539755912473,Global
80,0.0,2.25,0.0,0.75,0.25,5.0,0.0,0.0,0.25,0.25,7.34431748003491,What they knew
81,0.0,2.25,0.0,1.0,0.0,5.0,0.75,0.0,0.0,0.0,3.2676219769347923,What they knew
82,0.0,1.25,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.25,9.738532069239856,Global
83,0.25,0.25,0.0,0.5,1.5,1.8,0.25,0.0,0.0,0.5,1.2371264726799938,Global
84,0.25,0.25,0.0,0.25,1.0,1.4,0.0,0.25,0.0,1.0,0.5119583378750467,Global
85,0.25,1.0,0.0,1.0,0.25,4.800000000000001,0.0,0.0,0.0,0.5,6.010995938910917,Global
86,0.0,0.25,0.0,0.0,1.25,1.6,0.75,0.0,0.25,0.75,0.9694483508588972,Global
87,0.0,1.75,0.0,0.75,0.0,5.0,0.5,0.0,0.0,0.75,7.175183451381363,What they knew
88,0.0,1.0,0.0,0.75,0.25,5.0,0.5,0.0,0.0,1.0,12.75006171448098,What they knew
89,0.0,0.75,0.0,0.75,0.75,2.6,0.75,0.0,0.0,0.25,8.162755740434354,Global
90,0.0,1.0,0.0,0.75,0.5,4.4,0.25,0.0,0.0,0.5,18.137742020036534,Global
91,0.0,3.0,0.0,0.25,0.0,1.6,0.0,0.0,0.0,0.5,5.292385044161044,Global
92,0.0,0.75,0.0,0.25,0.5,3.6,0.0,0.0,0.25,0.5,9.029630457241574,Global
93,0.0,0.25,0.0,0.25,0.25,4.4,0.0,0.0,0.0,2.0,6.566397708371161,Global
94,0.25,0.75,0.0,0.0,0.5,3.2,1.0,0.0,0.0,0.5,3.664290842894688,Global
95,0.0,0.25,0.0,0.0,1.5,1.4,0.0,0.0,0.0,1.5,1.7943376631525778,Global
96,0.0,1.0,0.0,0.75,0.0,5.0,0.5,0.0,0.0,0.75,8.62855416513944,What they knew
97,0.0,1.25,0.0,0.5,0.5,5.0,0.25,0.0,0.25,0.5,11.114163223576616,What they knew
98,0.0,0.25,0.0,1.0,0.25,3.8,0.5,0.0,0.5,0.75,3.359581204502831,Global
99,0.0,2.0,0.0,0.75,0.25,3.2,0.5,0.0,0.0,0.25,9.304787005489365,Global
100,0.0,0.5,0.0,0.25,1.0,2.4000000000000004,0.0,0.0,0.0,1.0,8.863918131606127,Global
101,0.0,1.0,0.0,1.0,0.25,4.800000000000001,0.5,0.0,0.25,0.25,9.401070467137094,Global
102,0.0,0.0,0.25,2.25,0.0,4.0,0.75,0.0,0.0,0.5,0.3648290587840165,Global
103,0.0,1.25,0.25,0.25,0.25,5.0,0.5,0.0,0.0,1.25,1.7709972233673343,What they knew
104,0.0,1.0,0.0,0.25,1.0,5.0,0.5,0.0,0.0,1.0,13.240538206453564,What they knew
105,0.25,1.75,0.0,0.75,0.75,4.2,0.0,0.0,0.25,0.0,6.011662715389029,Global
