iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,Hypothesis
43,0.0,1.25,0.0,1.0,0.75,5.0,0.75,0.0,0.0,0.0,12.49392963587227,What they knew
44,0.0,1.25,0.0,1.25,0.75,5.0,0.0,0.0,0.0,0.25,20.90841443526334,What they knew
45,0.0,1.25,0.0,1.25,0.75,5.0,0.0,0.0,0.0,1.25,18.51148927522999,What they knew
46,0.0,1.25,0.0,1.25,0.75,5.0,0.0,0.0,0.0,0.0,19.20927981668027,What they knew
47,0.0,1.25,0.0,1.0,0.75,4.800000000000001,0.0,0.0,0.0,0.5,22.65753490458384,Global
48,0.0,1.25,0.0,1.0,0.75,4.6,0.0,0.0,0.0,0.5,23.47999150363232,Global
49,0.0,1.25,0.0,1.0,0.75,4.2,0.0,0.0,0.0,0.5,24.258304456722986,Global
50,0.0,1.25,0.0,1.0,0.75,4.0,0.0,0.0,0.0,0.5,24.13071381362417,Global
51,0.0,0.25,0.0,0.25,0.5,2.0,0.25,0.0,0.25,2.5,2.2995299297395726,Global
52,0.0,1.25,0.0,0.75,1.0,3.4000000000000004,0.25,0.25,0.25,0.0,2.3227991812647897,Global
53,0.25,0.25,0.0,0.5,0.5,2.4000000000000004,0.0,0.0,0.0,1.5,3.135741097016407,Global
54,0.0,2.25,0.0,0.75,0.0,3.0,0.25,0.0,0.0,0.75,7.798905683599966,Global
55,0.0,1.25,0.25,1.0,0.25,5.0,0.25,0.0,0.25,0.0,1.4831094057456673,What they knew
56,0.0,1.0,0.0,0.0,0.25,5.0,0.5,0.0,0.25,1.5,5.956027645655584,What they knew
57,0.0,1.75,0.0,0.0,0.75,4.800000000000001,0.0,0.0,0.5,0.0,3.904621103539544,Global
58,0.0,0.5,0.0,0.0,0.0,2.8,1.75,0.0,0.0,0.25,0.7026137481603116,Global
59,0.0,1.75,0.0,0.75,0.75,3.0,0.75,0.0,0.0,0.0,9.667627562173552,Global
60,0.0,0.5,0.0,1.0,0.75,2.4000000000000004,0.0,0.0,0.25,0.25,6.923456377156716,Global
61,0.0,2.0,0.0,0.25,1.25,3.4000000000000004,0.5,0.0,0.0,0.0,9.070243497425324,Global
62,0.25,1.25,0.0,0.5,0.25,5.0,0.25,0.0,0.0,1.25,5.885153845720789,What they knew
63,0.0,1.25,0.0,0.75,0.75,5.0,0.0,0.0,0.25,0.0,11.903964592931674,What they knew
64,0.0,0.75,0.0,1.0,0.0,1.8,0.25,0.0,0.0,1.5,2.312133947578028,Global
65,0.0,1.25,0.0,0.5,0.75,3.2,0.75,0.0,0.0,0.25,11.61752766146703,Global
66,0.0,1.25,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.75,1.3274681943952875,Global
67,0.0,2.5,0.0,0.0,0.0,1.8,0.25,0.0,0.25,0.75,2.908297660031524,Global
68,0.25,0.0,0.0,0.75,0.25,2.4000000000000004,0.0,0.0,0.0,0.25,1.5623436304304283,Global
69,0.25,1.25,0.0,1.75,0.0,5.0,0.5,0.0,0.0,0.0,2.872910198153664,What they knew
70,0.0,1.75,0.0,0.5,0.5,5.0,0.25,0.0,0.25,0.75,10.87438703125998,What they knew
71,0.0,1.5,0.0,0.25,0.0,2.4000000000000004,0.25,0.0,0.0,1.0,5.601912811926731,Global
72,0.0,1.25,0.25,0.75,0.75,1.8,0.0,0.0,0.0,0.25,1.5504653779035014,Global
73,0.0,1.75,0.0,1.25,0.25,4.800000000000001,0.0,0.25,0.0,0.0,2.4292401300202284,Global
74,0.25,1.0,0.0,0.25,0.25,4.6,0.0,0.25,0.25,0.75,1.1056356275806325,Global
75,0.0,0.0,0.0,1.5,0.0,3.6,0.25,0.0,0.0,0.75,3.4300237212118176,Global
76,0.0,2.0,0.0,1.25,0.75,5.0,0.0,0.0,0.0,0.0,18.54994151936897,What they knew
77,0.0,1.0,0.0,1.25,0.75,5.0,0.0,0.0,0.0,0.75,21.925284698837046,What they knew
78,0.25,0.0,0.0,1.75,0.5,4.2,0.25,0.0,0.0,0.5,3.235832742399949,Global
79,0.25,0.25,0.0,0.0,0.5,3.8,0.0,0.0,0.5,1.5,1.09592188524612,Global
80,0.0,1.25,0.0,0.25,0.5,3.2,0.0,0.0,0.0,2.25,13.578508515101586,Global
81,0.0,1.25,0.0,1.0,0.5,4.0,0.0,0.0,0.0,0.5,18.07400301612504,Global
82,0.0,0.0,0.0,1.25,0.75,4.0,0.5,0.25,0.0,0.0,1.2653703176356246,Global
83,0.0,2.25,0.0,1.0,0.0,5.0,0.75,0.0,0.0,0.0,3.2676219769347923,What they knew
84,0.0,1.75,0.0,0.25,0.5,5.0,0.25,0.0,0.0,1.0,14.081303050758322,What they knew
85,0.0,0.0,0.0,0.25,1.25,4.800000000000001,0.75,0.0,0.0,1.5,1.8841045715220988,Global
86,0.25,0.75,0.0,0.0,1.0,3.2,0.25,0.0,0.25,0.5,3.2110470821078865,Global
87,0.0,1.25,0.0,0.0,1.5,1.0,0.0,0.0,0.25,0.0,2.830538873549024,Global
88,0.25,1.0,0.0,0.0,0.25,3.6,0.0,0.0,0.0,1.75,5.2794114876646026,Global
89,0.25,1.25,0.0,1.25,0.0,2.6,0.25,0.0,0.25,0.0,2.1839837920253524,Global
90,0.0,1.5,0.0,1.75,0.25,5.0,0.0,0.0,0.0,0.5,10.506394831300684,What they knew
91,0.0,1.0,0.0,1.0,0.75,5.0,0.0,0.0,0.0,0.5,21.155138094456632,What they knew
92,0.0,0.25,0.0,1.0,1.25,2.2,0.5,0.0,0.25,0.0,2.166591456513389,Global
93,0.0,1.75,0.0,0.75,0.25,2.8,0.25,0.0,0.25,0.75,6.6120366514928985,Global
94,0.25,0.25,0.0,0.25,0.0,2.4000000000000004,1.0,0.0,0.0,2.0,0.6316458867429691,Global
95,0.0,0.0,0.0,1.0,0.75,1.4,0.75,0.0,0.0,1.0,1.3839509161725132,Global
96,0.0,0.0,0.0,1.75,0.75,1.8,0.0,0.0,0.25,0.75,1.9295588826484609,Global
97,0.0,1.0,0.0,1.25,0.5,5.0,0.0,0.0,0.0,0.75,18.82849826882532,What they knew
98,0.25,1.25,0.0,0.75,1.25,5.0,0.0,0.0,0.0,0.0,6.823936573379244,What they knew
99,0.0,0.25,0.0,0.5,1.25,4.2,0.0,0.0,0.0,1.25,3.2205332896417564,Global
100,0.25,2.0,0.0,0.0,0.25,3.4000000000000004,0.25,0.0,0.0,0.0,3.451931483491409,Global
101,0.25,0.5,0.0,0.75,1.0,3.2,0.75,0.0,0.0,0.25,4.025467525231182,Global
102,0.0,0.25,0.0,2.5,0.5,3.2,0.25,0.0,0.0,0.5,4.695205721944085,Global
103,0.0,1.5,0.0,0.0,0.75,3.2,0.0,0.25,0.0,0.5,2.798793722994734,Global
104,0.25,1.0,0.0,1.25,0.75,5.0,0.25,0.0,0.25,0.0,5.663828416796669,What they knew
105,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.25,0.25,5.017339055339746,What they knew
