iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,Hypothesis
1,0.0,1.5,0.25,0.0,0.25,5.0,0.0,0.25,0.25,1.25,0.4965022666374089,What they knew
2,0.0,0.75,0.25,0.0,0.25,2.0,0.0,0.5,0.25,1.75,0.0305946062067068,Global
3,0.5,0.0,1.25,0.0,0.0,1.2,1.0,0.25,0.0,0.5,0.0026076022958968,Global
4,0.25,0.0,0.0,0.0,0.25,2.2,0.0,0.75,0.75,1.75,0.0443413395740443,Global
5,0.75,0.0,0.75,0.25,0.0,3.8,0.25,0.25,0.5,0.75,0.0177373848445063,Global
6,0.0,1.25,0.0,0.0,0.0,5.0,0.25,0.0,0.0,1.0,7.687912111080624,What they knew
7,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.75,6.602443769903696,What they knew
8,0.75,1.0,0.5,0.5,0.0,5.0,0.75,0.0,0.25,0.5,0.0958139919291938,What they knew
9,0.25,0.25,0.0,0.0,0.0,5.0,0.0,0.0,0.75,0.25,0.4614771257811569,Global
10,0.25,0.0,0.25,1.5,0.0,1.0,0.0,0.0,0.0,1.25,0.1566666890338586,Global
11,0.75,1.5,0.0,1.25,0.0,3.6,0.25,0.0,0.0,0.0,0.0975507414344622,Global
12,0.0,0.0,0.25,0.0,0.0,4.800000000000001,0.5,0.0,0.5,0.5,0.3009017316941237,Global
13,0.0,1.25,0.0,0.0,0.0,1.4,0.25,1.0,0.0,1.0,0.0142162497121123,Global
14,0.25,1.75,0.0,0.0,0.0,5.0,1.5,0.0,0.0,0.0,0.6338243861459816,What they knew
15,0.0,1.0,0.0,0.0,0.0,5.0,0.75,0.0,0.75,0.0,1.1341957497820512,What they knew
16,0.75,0.25,0.0,0.75,0.75,5.0,0.0,0.5,0.0,1.0,0.0231133406515898,Global
17,0.5,0.5,0.75,0.75,0.0,5.0,0.0,0.5,0.0,1.0,0.006036388605384,Global
18,0.0,0.0,0.0,0.0,0.0,4.2,0.0,3.0,0.0,1.0,9.540486153140657e-08,Global
19,0.75,0.0,0.25,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0354241637711011,Global
20,0.0,1.0,0.25,0.0,0.25,2.4000000000000004,0.25,0.0,0.0,0.25,1.1848798938076843,Global
21,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.25,0.75,1.0,0.3374384222068254,What they knew
22,0.0,1.0,0.0,0.0,0.25,5.0,0.0,0.0,0.75,1.0,1.4782664828775467,What they knew
23,0.0,1.25,0.5,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.75,0.269350574632412,Global
24,0.0,0.0,0.0,2.0,0.0,2.0,0.25,0.0,0.0,0.0,1.2189096857756023,Global
25,0.0,0.0,0.0,1.25,1.25,1.8,0.0,0.0,0.0,1.0,2.007514824559459,Global
26,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.25,1.9010284860472115,Global
27,0.0,0.0,0.0,1.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0151250392985118,Global
28,0.0,1.25,0.0,0.0,1.0,5.0,0.25,0.0,0.0,0.0,10.904419825420844,What they knew
29,0.0,1.25,0.0,0.0,1.25,5.0,0.25,0.0,0.0,0.25,10.459270660448162,What they knew
30,0.0,1.25,0.0,0.0,0.75,5.0,0.0,0.25,0.0,0.0,2.474743925839553,What they knew
31,0.0,1.25,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,11.180394166247092,Global
32,0.0,1.25,0.0,0.0,0.75,4.800000000000001,0.0,0.0,0.0,0.0,11.740011937566829,Global
33,0.0,1.25,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,4.306727956662548,Global
34,0.0,1.5,0.0,0.0,0.75,4.2,0.0,0.0,0.0,0.0,12.680348871238284,Global
35,0.0,1.5,0.0,0.0,0.75,4.2,0.25,0.0,0.0,0.5,14.87187654272176,Global
36,0.0,1.5,0.0,0.0,0.75,4.4,0.0,0.0,0.0,0.5,16.21969094472889,Global
37,0.0,1.5,0.0,0.25,0.75,4.6,0.0,0.0,0.0,0.5,18.704375602674418,Global
38,0.0,1.5,0.0,0.25,0.75,4.800000000000001,0.0,0.0,0.0,0.5,18.65841141239367,Global
39,0.25,2.0,0.0,1.0,0.0,3.0,0.75,0.0,0.0,0.0,2.1475511458510845,Global
40,0.0,0.25,0.0,0.5,1.0,4.6,0.25,0.0,0.25,0.5,4.606691276376512,Global
41,0.0,2.0,0.0,0.75,0.0,4.4,0.5,0.0,0.25,0.25,4.668015981126121,Global
42,0.25,0.75,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.25,3.4867148277263875,Global
