iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,Hypothesis
1,0.0,1.25,0.25,0.25,0.75,5.0,0.5,0.5,0.0,0.25,0.055427678440553,What they knew
2,0.0,0.25,0.25,0.25,1.0,2.6,0.75,0.75,0.0,0.25,0.0233013058125848,Global
3,0.0,0.75,0.0,0.5,0.25,2.6,0.0,0.0,0.0,1.0,12.037649966534769,Global
4,0.5,0.25,0.25,0.25,0.0,4.6,0.25,0.5,0.25,0.75,0.0321522187122264,Global
5,0.25,1.25,0.0,0.75,0.25,1.8,0.0,0.75,0.25,0.25,0.1605443953260213,Global
6,0.0,1.25,0.0,0.25,0.0,5.0,0.0,0.25,0.0,0.25,1.548092709147248,What they knew
7,0.25,1.25,0.0,0.25,0.25,5.0,0.25,0.0,0.25,0.25,3.929603182944232,What they knew
8,0.0,0.0,0.0,0.25,0.25,2.2,0.0,0.0,0.0,1.0,4.545121212445763,Global
9,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,2.25,0.0,0.0318315794671023,Global
10,0.0,0.5,0.0,0.5,0.75,3.4000000000000004,0.0,0.0,0.0,0.75,14.838913206080766,Global
11,0.25,0.25,0.0,0.5,1.0,3.8,0.5,0.0,0.0,0.25,3.603436935742624,Global
12,0.0,0.25,0.0,0.5,1.0,3.2,0.0,0.0,0.0,0.25,6.293254289394998,Global
13,0.0,0.0,0.0,0.5,0.75,3.6,0.0,0.0,0.0,0.75,4.919759599278024,Global
14,0.0,0.5,0.0,0.0,1.0,4.2,0.0,0.0,0.0,0.75,7.970378110156162,Global
15,0.0,0.5,0.0,0.5,0.5,4.2,0.0,0.0,0.0,0.75,13.789639634889484,Global
16,0.5,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.5,1.0,0.4104341319167277,What they knew
17,0.75,1.25,0.0,0.25,0.75,5.0,0.0,0.0,0.5,0.5,0.2211013769915824,What they knew
18,0.0,0.5,0.0,0.5,1.0,2.4000000000000004,0.0,0.0,0.0,0.75,9.856960164325455,Global
19,0.0,0.5,0.0,0.5,0.5,4.4,0.0,0.0,0.0,0.75,13.211501229158898,Global
20,0.0,0.5,0.0,0.5,0.5,4.0,0.0,0.0,0.0,0.75,14.228104646766935,Global
21,0.0,0.5,0.0,0.5,0.5,3.4000000000000004,0.0,0.0,0.0,0.75,14.44601047848474,Global
22,0.0,0.5,0.0,0.5,0.5,3.6,0.0,0.0,0.0,0.75,14.571121369777272,Global
23,0.0,1.75,0.25,0.5,0.25,5.0,0.0,0.25,0.0,0.0,0.5834485389056302,What they knew
24,0.0,1.0,0.5,0.0,0.25,5.0,0.0,0.0,0.25,1.5,0.1480337867076336,What they knew
25,0.25,0.5,0.0,0.5,0.5,3.6,0.0,0.0,0.0,0.75,5.67413574636978,Global
26,0.0,0.5,0.0,0.5,0.5,3.6,0.25,0.0,0.0,0.75,12.410655902590053,Global
27,0.0,0.5,0.0,0.5,2.75,3.6,0.0,0.0,0.0,0.75,1.1938638325799429,Global
28,0.0,0.75,0.0,0.0,0.0,3.4000000000000004,0.5,0.0,0.0,1.5,3.8630598757044448,Global
29,0.0,0.75,0.25,1.0,0.25,3.4000000000000004,0.25,0.25,0.0,0.75,0.5606026921319713,Global
30,0.0,1.0,0.25,0.25,0.0,5.0,0.0,0.25,0.25,0.0,0.3011949731581924,What they knew
31,0.0,1.0,0.5,2.0,0.0,5.0,0.25,0.0,0.75,0.0,0.0240322952913954,What they knew
32,0.0,0.5,0.0,1.0,1.25,3.6,0.0,0.0,0.5,0.25,2.524388111752547,Global
33,0.0,0.5,0.0,0.25,0.5,3.6,0.0,0.0,0.0,0.75,12.615925293273644,Global
34,0.0,0.5,0.0,0.25,0.5,3.6,0.0,0.0,0.5,0.75,3.333179584793583,Global
35,0.0,0.5,0.25,0.5,0.5,3.6,0.0,0.0,0.0,0.75,1.847616582167183,Global
36,0.25,1.0,0.0,0.25,0.75,4.6,0.0,0.25,0.25,0.0,1.1660106439910505,Global
37,0.25,1.5,0.5,0.0,0.5,5.0,0.25,0.0,0.0,0.25,0.1797567638681427,What they knew
38,0.0,1.25,0.25,0.0,0.25,5.0,0.0,0.25,0.5,0.0,0.2211331555578043,What they knew
39,0.0,0.25,0.0,0.75,1.0,1.6,0.75,0.0,0.0,0.5,2.3160244148798625,Global
40,0.0,0.75,0.0,1.0,0.0,2.4000000000000004,0.0,0.25,0.5,1.0,0.5970172286482395,Global
41,0.0,1.0,0.0,1.0,0.25,4.800000000000001,0.0,0.0,0.0,1.25,13.765793934265623,Global
42,0.0,0.75,0.0,0.75,0.5,3.8,0.0,0.0,0.0,0.75,21.260618049891075,Global
43,0.25,0.5,0.0,1.5,0.75,1.4,0.0,0.0,0.0,0.75,2.506170037180459,Global
44,0.0,0.75,0.0,1.0,0.25,3.6,0.25,0.0,0.25,0.5,8.301704810665496,Global
45,0.0,0.75,0.0,0.75,0.5,3.8,0.0,0.0,0.0,0.5,19.951442495439395,Global
46,0.25,0.0,0.0,0.75,1.5,4.800000000000001,0.5,0.0,0.0,0.5,1.057081146031989,Global
47,0.0,0.75,0.0,0.0,1.25,2.8,0.5,0.0,0.25,0.0,3.346715050168544,Global
48,0.0,3.75,0.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,9.607393132077895,What they knew
49,0.0,4.0,0.0,0.0,0.0,5.0,0.25,0.0,0.0,0.25,5.487843053852032,What they knew
50,0.0,3.5,0.0,0.25,0.0,4.800000000000001,0.0,0.0,0.0,0.0,6.713093980445244,Global
51,0.0,0.75,0.0,0.75,0.5,3.6,0.0,0.0,0.0,1.0,20.64288272433901,Global
52,0.0,3.75,0.0,0.75,0.0,5.0,0.0,0.0,0.0,0.0,10.58319725637973,Global
53,0.0,0.75,0.0,0.75,0.5,3.6,0.0,0.0,0.0,0.75,21.242832559679098,Global
54,0.0,1.0,0.0,0.0,1.5,1.6,0.0,0.0,0.0,1.0,6.061665530055524,Global
55,0.0,2.25,0.0,1.0,0.0,5.0,0.75,0.0,0.0,0.0,3.2676219769347923,What they knew
56,0.0,1.0,0.0,0.0,0.75,5.0,0.0,0.0,0.25,0.0,6.746076864650416,What they knew
57,0.0,0.75,0.0,0.25,0.25,3.6,0.0,0.0,0.0,0.5,11.38984948259515,Global
58,0.0,0.5,0.0,0.5,1.0,4.6,0.25,0.25,0.0,1.25,1.9395797736523368,Global
59,0.0,0.75,0.0,1.0,1.0,1.4,0.25,0.25,0.0,0.25,1.1917219171826805,Global
60,0.25,1.5,0.0,1.0,0.25,3.2,0.25,0.0,0.0,0.5,4.790191756361752,Global
61,0.0,0.75,0.0,0.0,1.0,2.6,0.0,0.0,0.5,0.75,2.769023086482505,Global
62,0.0,1.0,0.0,1.0,0.25,5.0,0.0,0.0,0.5,0.0,3.642376868527481,What they knew
63,0.75,3.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.090058061778203,What they knew
64,0.0,1.0,0.0,1.75,0.0,4.2,0.0,0.25,0.0,0.5,1.6886695626609316,Global
