iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,Hypothesis
65,0.25,2.0,0.0,1.0,0.0,4.800000000000001,0.75,0.0,0.0,0.0,2.2306402551462097,Global
66,0.0,0.75,0.0,0.75,0.25,2.6,1.25,0.0,0.25,0.25,2.9121868190625686,Global
67,0.25,0.75,0.0,0.75,0.5,2.6,0.25,0.0,0.5,0.25,2.356113009516737,Global
68,0.0,0.75,0.0,1.25,0.25,3.8,0.5,0.0,0.0,0.75,10.971976415590454,Global
69,0.0,4.0,0.0,0.0,0.75,5.0,0.0,0.0,0.0,0.0,13.161330447892368,What they knew
70,0.0,2.0,0.0,0.0,1.75,5.0,0.0,0.0,0.0,0.0,17.711573364961666,What they knew
71,0.0,1.75,0.0,0.0,1.5,4.6,0.0,0.0,0.0,0.0,15.751815333824482,Global
72,0.0,1.75,0.0,0.0,1.5,4.800000000000001,0.0,0.0,0.0,0.0,15.824486506625767,Global
73,0.0,3.75,0.0,0.25,0.75,4.800000000000001,0.0,0.0,0.0,0.0,17.25526372554029,Global
74,0.0,2.0,0.0,0.0,1.5,4.800000000000001,0.0,0.0,0.0,0.0,16.202274593921516,Global
75,0.0,3.5,0.0,0.25,0.75,4.800000000000001,0.0,0.0,0.0,0.0,18.09742533752173,Global
76,0.0,1.75,0.0,0.5,1.75,5.0,0.0,0.0,0.0,0.0,16.01143262285087,What they knew
77,0.0,1.25,0.0,0.25,1.75,5.0,0.0,0.0,0.0,0.0,11.097654631333942,What they knew
78,0.0,1.0,0.0,0.75,0.5,3.6,0.0,0.0,0.0,0.75,21.02171221492363,Global
79,0.0,2.0,0.0,0.25,1.25,4.6,0.0,0.0,0.0,0.25,17.492323088712897,Global
80,0.0,3.0,0.0,0.25,1.0,4.800000000000001,0.0,0.0,0.0,0.0,16.13180093622954,Global
81,0.0,2.0,0.0,0.25,1.25,4.6,0.0,0.0,0.0,0.0,16.417821380059785,Global
82,0.0,2.0,0.0,0.25,1.5,4.6,0.0,0.0,0.0,0.25,18.28470394579419,Global
83,0.0,2.5,0.0,0.25,1.75,5.0,0.0,0.0,0.0,0.0,16.962074169655526,What they knew
84,0.0,2.5,0.0,0.0,1.5,5.0,0.0,0.0,0.0,0.0,17.038598137586348,What they knew
85,0.0,2.0,0.0,0.25,1.5,4.800000000000001,0.0,0.0,0.0,0.25,18.312888253977626,Global
86,0.25,1.0,0.0,0.5,1.5,2.0,0.5,0.0,0.0,0.25,2.132997988413288,Global
87,0.25,2.5,0.0,0.5,0.0,3.8,0.25,0.0,0.0,0.0,3.147002419292033,Global
88,0.0,0.0,0.0,0.5,0.75,3.2,0.25,0.0,0.0,2.5,1.2897111559322585,Global
89,0.0,2.0,0.0,0.25,1.5,5.0,0.0,0.0,0.0,0.25,18.1829630842155,Global
90,0.0,2.5,0.0,0.25,1.5,5.0,0.0,0.0,0.0,0.25,17.829029437503294,What they knew
91,0.0,2.5,0.0,0.5,1.25,5.0,0.0,0.0,0.0,0.0,15.617797466400484,What they knew
92,0.0,2.0,0.0,0.0,1.5,4.800000000000001,0.0,0.0,0.0,0.25,16.98963228891093,Global
93,0.25,0.75,0.0,0.75,0.5,3.2,0.0,0.0,0.0,0.75,6.931942010569664,Global
94,0.25,0.5,0.0,0.25,0.25,2.4000000000000004,0.0,0.0,0.0,0.0,2.477454639006976,Global
95,0.0,1.25,0.0,0.5,0.25,3.8,0.75,0.0,0.0,0.25,11.348469275168084,Global
96,0.0,1.0,0.0,1.25,0.25,3.0,0.0,0.0,0.0,1.25,10.417715035980915,Global
97,0.0,2.25,0.0,0.0,1.5,5.0,0.0,0.0,0.0,0.75,17.474586405548337,What they knew
98,0.0,2.25,0.0,0.5,1.5,5.0,0.0,0.0,0.0,0.0,16.784270915798015,What they knew
99,0.0,1.5,0.0,0.25,0.5,3.0,0.0,0.0,0.5,0.5,4.71800025851181,Global
100,0.0,2.0,0.0,0.0,1.5,4.6,0.0,0.0,0.0,0.25,16.944862017940327,Global
101,0.0,3.5,0.0,0.25,0.75,5.0,0.0,0.0,0.0,0.0,17.277910156506955,Global
102,0.0,3.5,0.0,0.25,0.75,4.6,0.0,0.0,0.0,0.0,18.576151666160257,Global
103,0.0,3.25,0.0,0.25,0.75,4.2,0.0,0.0,0.0,0.0,16.664827483475477,Global
104,0.0,2.75,0.0,0.0,1.25,5.0,0.0,0.0,0.0,0.5,16.74269528582966,What they knew
105,0.0,2.5,0.0,0.0,1.5,5.0,0.0,0.0,0.0,0.75,16.33535694988297,What they knew
