iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,0.05
2,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,0.01
3,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,0.05
4,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,0.04
5,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,0.07
6,0.0,0.25,0.25,0.0,0.75,3.6,0.0,0.0,0.25,0.25,0.79
7,0.5,0.25,0.25,0.0,0.5,3.4000000000000004,0.0,0.0,0.25,0.25,0.15
8,0.5,0.25,0.25,0.0,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,0.06
9,0.0,0.25,0.25,0.0,0.25,3.6,0.0,0.25,0.25,0.25,0.25
10,0.0,0.0,0.25,0.0,0.25,3.2,0.0,0.0,0.25,0.0,0.44
11,0.0,0.25,0.25,0.0,0.0,2.6,0.0,0.0,0.25,0.0,0.43
12,0.0,0.25,0.5,0.0,0.25,2.6,0.0,0.0,0.25,0.0,0.17
13,0.25,0.0,0.25,0.0,0.0,3.0,0.0,0.0,0.25,0.0,0.22
14,0.0,0.0,0.25,0.0,0.0,3.6,0.0,0.0,0.25,0.0,0.37
15,0.0,0.0,0.25,0.0,0.0,3.2,0.0,0.0,0.25,0.0,0.35
16,0.0,0.0,0.25,0.0,0.0,2.6,0.0,0.0,0.25,0.25,0.35
17,0.0,0.0,0.25,0.0,0.5,3.6,0.0,0.0,0.25,0.0,0.5
18,0.0,0.0,0.25,0.0,0.5,3.4000000000000004,0.0,0.0,0.25,0.0,0.5
19,0.0,0.0,0.25,0.0,0.5,3.2,0.0,0.0,0.25,0.0,0.49
20,0.0,0.0,0.25,0.0,0.5,2.6,0.0,0.0,0.25,0.0,0.44
21,0.0,0.25,0.25,0.0,0.5,2.6,0.0,0.0,0.25,0.25,0.69
22,0.0,0.0,0.25,0.0,0.75,2.6,0.0,0.0,0.25,0.0,0.44
23,0.0,0.25,0.5,0.5,0.75,4.4,0.0,0.25,0.5,0.0,0.05
24,0.0,0.0,0.25,0.0,0.5,1.6,0.0,0.5,0.25,0.0,0.03
25,0.0,0.25,0.25,0.0,0.5,1.0,0.0,0.25,0.25,0.25,0.15
26,0.5,0.0,0.25,0.0,0.5,1.0,0.0,0.0,0.25,0.0,0.06
27,0.25,0.0,0.25,0.0,0.5,3.2,0.0,0.0,0.25,0.25,0.34
28,0.0,0.0,0.25,0.0,0.75,3.6,0.0,0.0,0.25,0.0,0.5
29,0.0,0.0,0.25,0.0,0.5,3.6,0.0,0.0,0.0,0.0,0.65
30,0.0,0.25,0.25,0.0,0.5,3.6,0.0,0.0,0.0,0.0,0.95
31,0.0,0.0,0.25,0.0,0.5,2.4000000000000004,0.0,0.0,0.0,0.0,0.54
32,0.0,0.0,0.25,0.0,0.75,3.0,0.0,0.0,0.0,0.0,0.61
33,0.0,0.0,0.25,0.0,0.5,3.0,0.0,0.0,0.0,0.0,0.61
34,0.0,0.0,0.25,0.0,0.5,2.6,0.0,0.0,0.0,0.0,0.57
35,0.0,0.0,0.25,0.0,0.5,3.4000000000000004,0.0,0.0,0.0,0.0,0.64
36,0.0,0.0,0.25,0.0,0.5,2.2,0.0,0.0,0.0,0.0,0.51
37,0.0,0.0,0.25,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.26
38,0.0,0.0,0.25,0.0,0.5,3.6,0.0,1.0,0.0,0.0,0.01
39,0.0,0.0,0.25,0.0,0.5,2.6,0.0,1.0,0.0,0.0,0.01
40,0.0,0.5,0.25,0.5,0.5,2.6,0.5,0.25,0.0,0.25,0.4
41,0.0,0.25,0.25,0.25,0.5,2.6,0.0,0.0,0.0,0.0,0.89
42,0.0,0.25,0.25,0.0,0.5,2.6,0.0,0.0,0.0,0.0,0.82
43,0.0,0.0,0.25,0.0,0.75,3.4000000000000004,0.0,0.0,0.0,0.0,0.63
