iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,0.05
2,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,0.01
3,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,0.05
4,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,0.04
5,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,0.07
6,0.25,0.25,0.75,0.25,0.0,1.0,0.0,0.75,0.5,0.25,0.0
7,0.0,0.5,0.75,0.5,0.75,2.6,0.25,0.0,0.25,0.25,0.06
8,0.0,0.5,0.25,0.25,0.5,3.6,0.5,0.0,0.25,0.25,1.21
9,0.0,0.5,0.25,0.0,0.5,3.6,0.0,0.0,0.25,0.25,1.03
10,0.0,0.5,0.5,0.0,0.5,3.2,0.0,0.0,0.25,0.25,0.26
11,0.0,0.5,0.25,0.25,0.0,2.6,0.5,0.0,0.25,0.25,0.59
12,0.0,0.5,0.25,0.0,0.25,3.6,0.25,0.0,0.25,0.25,0.95
13,0.0,0.5,0.25,0.0,0.25,3.4000000000000004,0.25,0.0,0.25,0.25,0.92
14,0.0,0.5,0.25,0.0,0.0,3.6,0.5,0.0,0.25,0.25,0.71
15,0.0,0.5,0.25,0.0,0.0,2.2,0.0,0.0,0.25,0.25,0.55
16,0.0,0.5,0.25,0.0,0.5,2.0,0.0,0.0,0.25,0.25,0.76
17,0.0,0.5,0.25,0.0,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,0.88
18,0.0,0.5,0.25,0.25,0.25,3.4000000000000004,0.5,0.0,0.25,0.25,1.0
19,0.25,0.5,0.0,0.0,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,2.17
20,0.25,0.25,0.0,0.0,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,1.65
21,0.0,0.25,0.0,0.0,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,3.35
22,0.0,0.25,0.0,0.25,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,3.78
23,0.0,0.25,0.0,0.0,0.25,3.6,0.0,0.0,0.25,0.25,3.33
24,0.0,0.5,0.0,0.25,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,5.22
25,0.0,0.25,0.0,0.0,0.25,3.2,0.0,0.5,0.25,0.25,0.09
26,0.0,0.5,0.0,0.25,0.25,2.6,0.0,0.25,0.25,0.25,1.08
27,0.0,0.25,0.0,0.0,0.25,2.6,0.0,0.0,0.25,0.25,3.23
28,0.0,0.25,0.0,0.0,0.25,3.0,0.0,0.0,0.25,0.25,3.34
29,0.0,0.5,0.0,0.0,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,4.56
30,0.0,0.25,0.0,0.0,0.25,3.2,0.0,0.0,0.25,0.25,3.36
31,0.0,0.25,0.5,0.0,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,0.27
32,0.0,0.25,0.25,0.0,0.25,2.6,0.0,0.0,0.25,0.0,0.55
33,0.0,0.25,0.0,0.0,0.25,3.2,0.0,0.0,0.25,0.0,2.85
34,0.0,0.25,0.25,0.0,0.25,3.2,0.0,0.0,0.25,0.0,0.61
35,0.0,0.5,0.0,0.25,0.25,3.4000000000000004,0.0,0.0,0.25,0.0,4.45
36,0.0,0.0,0.0,0.0,0.5,1.8,0.0,0.5,0.75,0.75,0.09
37,0.25,0.25,0.0,0.0,0.25,3.2,0.0,0.0,0.25,0.5,1.82
38,0.25,0.25,0.0,0.0,0.25,3.2,0.0,0.0,0.25,0.25,1.64
39,0.0,3.25,0.0,0.0,0.25,3.2,0.0,0.0,0.25,0.0,6.21
40,0.0,3.25,0.0,0.0,0.25,3.2,0.25,0.0,0.25,0.0,5.61
41,0.0,3.0,0.0,0.0,0.25,3.2,0.0,0.0,0.25,0.0,5.75
42,0.0,0.75,0.0,0.0,0.25,3.2,0.0,0.0,0.25,0.0,4.8
