iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,0.05
2,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,0.01
3,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,0.05
4,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,0.04
5,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,0.07
6,0.25,0.5,0.0,0.0,0.0,3.6,0.25,0.25,0.25,0.25,0.55
7,0.0,0.0,0.25,0.25,0.25,3.4000000000000004,0.25,0.25,0.25,0.25,0.21
8,0.25,0.5,0.0,0.0,0.25,3.4000000000000004,0.0,0.5,0.5,0.25,0.15
9,0.25,0.0,0.0,0.0,0.25,3.6,0.25,0.0,0.25,0.25,1.31
10,0.0,0.25,0.0,0.0,0.0,3.4000000000000004,0.25,0.0,0.25,0.25,2.48
11,0.0,0.25,0.0,0.0,0.0,3.4000000000000004,0.0,0.0,0.25,0.25,2.48
12,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,0.0,0.0,0.25,0.25,1.7
13,0.0,0.25,0.0,0.0,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,3.35
14,0.0,0.0,0.0,0.25,0.0,3.4000000000000004,0.0,0.0,0.25,0.25,1.83
15,0.0,0.25,0.0,0.0,0.25,3.4000000000000004,0.0,0.25,0.25,0.25,0.84
16,0.0,0.0,0.0,0.25,0.0,3.4000000000000004,0.25,0.0,0.25,0.25,1.92
17,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,0.0,0.25,0.25,0.25,0.47
18,0.5,0.0,0.25,0.0,0.25,1.8,0.25,1.0,0.75,0.0,0.01
19,0.0,0.0,0.0,0.0,0.75,2.2,0.0,0.0,0.75,0.25,0.59
20,0.0,0.0,0.0,0.0,0.25,2.0,0.0,0.0,0.25,0.0,1.59
21,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.0,1.25
22,0.0,0.0,0.0,0.0,0.25,2.2,0.0,0.0,0.25,0.0,1.67
23,0.0,0.25,0.0,0.0,0.0,3.2,0.0,0.0,0.25,0.0,2.11
24,0.0,0.0,0.0,0.0,0.25,3.2,0.0,0.0,0.25,0.0,1.87
25,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.25,0.0,1.44
26,0.0,0.0,0.0,0.25,0.0,3.2,0.0,0.0,0.25,0.0,1.54
27,0.0,0.25,0.25,0.0,0.0,2.6,0.0,0.5,0.25,0.0,0.03
28,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.25,0.25,0.25,0.46
29,0.0,0.0,0.0,0.0,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,2.2
30,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.0,1.43
31,0.0,0.0,0.0,0.0,0.25,3.2,0.25,0.0,0.25,0.0,2.07
32,0.0,0.0,0.0,0.5,0.0,3.4000000000000004,0.0,0.0,0.25,0.0,1.63
33,0.0,0.25,0.0,0.5,0.25,3.4000000000000004,0.0,0.0,0.25,0.0,3.51
34,0.0,0.75,0.0,0.5,0.25,2.0,0.0,0.0,0.25,0.0,4.49
35,0.0,0.75,0.0,0.25,0.0,2.4000000000000004,0.25,0.0,0.25,0.0,2.93
36,0.0,0.75,0.0,0.5,0.0,2.6,0.0,0.0,0.25,0.0,3.72
37,0.0,0.75,0.0,0.25,0.0,2.6,0.0,0.0,0.25,0.0,3.55
38,0.0,0.5,0.0,0.25,0.0,2.6,0.0,0.0,0.25,0.0,2.96
39,0.0,0.25,0.0,0.5,0.0,2.6,0.0,0.0,0.25,0.0,2.29
40,0.0,0.25,0.0,0.25,0.25,2.0,0.0,0.0,0.25,0.0,2.6
41,0.0,0.75,0.0,0.5,0.0,2.0,0.25,0.0,0.25,0.0,2.67
42,0.0,0.75,0.0,0.0,0.25,2.6,0.0,0.0,0.25,0.0,4.55
