iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,0.05
2,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,0.01
3,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,0.05
4,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,0.04
5,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,0.07
6,0.25,0.5,0.25,0.0,0.75,3.6,0.0,0.0,0.25,0.25,0.57
7,0.25,0.25,0.25,0.0,0.25,2.6,0.25,0.0,0.25,0.25,0.39
8,0.25,0.25,0.75,0.0,0.25,2.6,0.0,0.0,0.0,0.25,0.05
9,0.25,0.25,0.25,0.5,0.75,3.0,0.0,0.5,0.0,0.25,0.08
10,0.25,0.25,0.25,0.0,0.25,3.6,0.0,0.0,0.25,0.25,0.44
11,0.5,0.25,0.25,0.0,0.25,3.6,0.0,0.0,0.25,0.25,0.15
12,0.25,0.5,0.25,0.0,0.75,3.6,0.0,0.5,0.0,0.25,0.08
13,0.25,0.5,0.25,0.0,0.5,2.6,0.0,0.0,0.0,0.25,0.68
14,0.25,0.25,0.25,0.0,0.5,3.2,0.0,0.0,0.0,0.25,0.62
15,0.25,0.5,0.25,0.0,0.25,2.6,0.0,0.0,0.0,0.25,0.6
16,0.25,0.25,0.25,0.0,0.5,2.6,0.0,0.0,0.0,0.25,0.54
17,0.25,0.25,0.25,0.0,0.5,3.2,0.0,0.0,0.25,0.25,0.46
18,0.25,0.5,0.25,0.0,0.0,2.6,0.0,0.0,0.0,0.25,0.47
19,0.25,0.25,0.25,0.0,0.0,3.2,0.0,0.0,0.0,0.25,0.44
20,0.25,0.5,0.25,0.0,0.75,3.2,0.0,0.0,0.25,0.25,0.55
21,0.25,0.25,0.25,0.0,0.25,3.2,0.0,0.0,0.0,0.25,0.56
22,0.25,0.5,0.25,0.0,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,0.53
23,0.25,0.25,0.25,0.0,0.75,2.6,0.0,0.25,0.0,0.5,0.3
24,0.25,0.5,0.25,0.0,0.5,3.4000000000000004,0.0,0.0,0.0,0.25,0.81
25,0.25,0.25,0.25,0.0,0.5,3.0,0.0,0.0,0.25,0.25,0.44
26,0.25,0.25,0.25,0.0,0.25,2.6,0.0,0.0,0.0,0.25,0.48
27,0.25,0.5,0.25,0.0,0.0,3.4000000000000004,0.0,0.0,0.0,0.25,0.57
28,0.25,0.0,0.25,0.0,0.0,3.4000000000000004,0.0,0.0,0.0,0.25,0.33
29,0.25,0.0,0.25,0.0,0.5,2.6,0.0,0.0,0.0,0.25,0.39
30,0.25,0.25,0.25,0.0,0.5,2.6,0.0,0.0,0.25,0.25,0.41
31,0.25,0.25,0.25,0.0,0.5,3.4000000000000004,0.0,0.0,0.0,0.25,0.64
32,0.25,0.0,0.25,0.0,0.75,1.0,0.0,0.25,0.5,0.25,0.07
33,0.0,0.25,0.25,0.0,0.5,1.0,0.0,0.0,0.25,0.25,0.39
34,0.0,0.25,0.25,0.0,0.25,3.2,0.0,0.0,0.0,0.25,0.9
35,0.0,0.25,0.25,0.0,0.25,2.4000000000000004,0.0,0.0,0.0,0.25,0.77
36,0.0,0.25,0.25,1.0,0.0,3.2,0.5,0.0,0.0,0.25,0.75
37,0.0,0.25,0.25,0.0,0.0,2.6,0.0,0.0,0.0,0.25,0.63
38,0.0,0.25,0.25,0.0,0.0,2.4000000000000004,0.5,0.0,0.0,0.25,0.5
39,0.0,0.25,0.25,0.0,0.25,2.4000000000000004,0.25,0.0,0.0,0.25,0.74
40,0.0,0.25,0.25,0.0,0.25,3.2,0.5,0.0,0.0,0.25,0.86
41,0.0,0.25,0.25,0.5,0.0,2.6,0.25,0.0,0.0,0.25,0.67
42,0.0,0.25,0.25,0.0,0.0,3.2,0.0,0.0,0.0,0.25,0.7
