iteration,0,1,2,3,4,5,6,7,8,9,mean_target,std_target,regret_0,regret_1,regret_2,regret_3,regret_4,regret_5,regret_6,regret_7,regret_8,regret_9,mean_regret,std_regret,mean_cum_regret,std_cum_regret
20,3.84,3.35,0.68,0.79,2.17,0.87,4.96,0.71,0.71,0.46,1.8540000000000003,1.6319259242447932,29.389999999999997,29.879999999999995,32.55,32.44,31.059999999999995,32.36,28.269999999999996,32.519999999999996,32.519999999999996,32.769999999999996,31.375999999999994,1.6319259242447937,647.0459999999999,14.336689844527802
21,3.84,3.35,0.68,0.79,3.35,0.87,4.96,0.71,0.71,0.46,1.9720000000000002,1.6986125056776322,29.389999999999997,29.879999999999995,32.55,32.44,29.879999999999995,32.36,28.269999999999996,32.519999999999996,32.519999999999996,32.769999999999996,31.257999999999992,1.698612505677633,678.304,16.035302350205434
22,3.84,3.35,0.68,0.79,3.78,0.87,4.96,0.71,0.71,0.46,2.015,1.7422542868364537,29.389999999999997,29.879999999999995,32.55,32.44,29.449999999999996,32.36,28.269999999999996,32.519999999999996,32.519999999999996,32.769999999999996,31.214999999999993,1.7422542868364543,709.519,17.77755663704189
23,3.84,3.35,0.68,0.79,3.78,0.99,4.96,0.74,0.71,0.46,2.0300000000000002,1.731377101230886,29.389999999999997,29.879999999999995,32.55,32.44,29.449999999999996,32.239999999999995,28.269999999999996,32.489999999999995,32.519999999999996,32.769999999999996,31.199999999999996,1.7313771012308863,740.719,19.508933738272777
24,3.84,3.35,0.81,0.79,5.22,7.4,4.96,0.74,0.71,0.46,2.828,2.4753397073263836,29.389999999999997,29.879999999999995,32.419999999999995,32.44,28.009999999999998,25.83,28.269999999999996,32.489999999999995,32.519999999999996,32.769999999999996,30.401999999999994,2.4753397073263828,771.1210000000001,21.98427344559916
25,3.84,3.35,0.81,0.79,5.22,7.4,4.96,0.81,0.71,0.46,2.835,2.468869511875155,29.389999999999997,29.879999999999995,32.419999999999995,32.44,28.009999999999998,25.83,28.269999999999996,32.419999999999995,32.519999999999996,32.769999999999996,30.394999999999992,2.468869511875154,801.5160000000001,24.453142957474316
26,3.84,3.35,0.81,0.79,5.22,7.4,4.96,0.81,0.71,0.46,2.835,2.468869511875155,29.389999999999997,29.879999999999995,32.419999999999995,32.44,28.009999999999998,25.83,28.269999999999996,32.419999999999995,32.519999999999996,32.769999999999996,30.394999999999992,2.468869511875154,831.9110000000001,26.922012469349472
27,3.84,3.35,0.81,0.79,5.22,7.4,4.96,3.89,0.71,0.46,3.143,2.3786459733778518,29.389999999999997,29.879999999999995,32.419999999999995,32.44,28.009999999999998,25.83,28.269999999999996,29.339999999999996,32.519999999999996,32.769999999999996,30.086999999999996,2.378645973377851,861.998,29.300658442727322
28,3.84,3.35,0.81,0.79,5.22,7.4,4.96,3.89,0.71,0.46,3.143,2.3786459733778518,29.389999999999997,29.879999999999995,32.419999999999995,32.44,28.009999999999998,25.83,28.269999999999996,29.339999999999996,32.519999999999996,32.769999999999996,30.086999999999996,2.378645973377851,892.085,31.679304416105172
29,3.84,3.35,0.81,0.79,5.22,7.4,4.96,3.92,0.71,0.46,3.146,2.379711467104083,29.389999999999997,29.879999999999995,32.419999999999995,32.44,28.009999999999998,25.83,28.269999999999996,29.309999999999995,32.519999999999996,32.769999999999996,30.083999999999993,2.3797114671040824,922.169,34.059015883209256
30,3.84,3.35,0.81,0.95,5.22,7.4,4.96,3.92,0.71,0.46,3.1620000000000004,2.362587094220608,29.389999999999997,29.879999999999995,32.419999999999995,32.279999999999994,28.009999999999998,25.83,28.269999999999996,29.309999999999995,32.519999999999996,32.769999999999996,30.067999999999994,2.3625870942206073,952.237,36.42160297742986
31,3.84,3.35,0.81,0.95,5.22,7.4,4.96,3.92,0.71,0.46,3.1620000000000004,2.362587094220608,29.389999999999997,29.879999999999995,32.419999999999995,32.279999999999994,28.009999999999998,25.83,28.269999999999996,29.309999999999995,32.519999999999996,32.769999999999996,30.067999999999994,2.3625870942206073,982.305,38.78419007165047
32,3.84,3.35,0.81,0.95,5.22,7.4,4.96,3.92,0.71,0.46,3.1620000000000004,2.362587094220608,29.389999999999997,29.879999999999995,32.419999999999995,32.279999999999994,28.009999999999998,25.83,28.269999999999996,29.309999999999995,32.519999999999996,32.769999999999996,30.067999999999994,2.3625870942206073,1012.3729999999999,41.14677716587108
33,3.84,3.51,0.81,0.95,5.22,7.4,4.96,3.92,0.76,0.46,3.1830000000000003,2.358789944017907,29.389999999999997,29.72,32.419999999999995,32.279999999999994,28.009999999999998,25.83,28.269999999999996,29.309999999999995,32.47,32.769999999999996,30.04699999999999,2.3587899440179063,1042.4199999999998,43.505567109888986
34,3.84,4.49,0.9,0.95,5.22,7.4,4.96,3.92,0.76,0.46,3.29,2.3838064798412923,29.389999999999997,28.739999999999995,32.33,32.279999999999994,28.009999999999998,25.83,28.269999999999996,29.309999999999995,32.47,32.769999999999996,29.939999999999998,2.383806479841292,1072.36,45.889373589730276
35,3.84,4.49,0.9,0.95,5.22,7.4,4.96,3.92,1.84,0.46,3.3980000000000006,2.278590207416273,29.389999999999997,28.739999999999995,32.33,32.279999999999994,28.009999999999998,25.83,28.269999999999996,29.309999999999995,31.389999999999997,32.769999999999996,29.831999999999994,2.2785902074162725,1102.192,48.16796379714655
36,3.84,4.49,0.9,0.95,5.22,7.4,4.96,3.92,2.5,0.46,3.464,2.2376386363009257,29.389999999999997,28.739999999999995,32.33,32.279999999999994,28.009999999999998,25.83,28.269999999999996,29.309999999999995,30.729999999999997,32.769999999999996,29.766,2.2376386363009253,1131.958,50.40560243344747
37,3.84,4.49,0.9,0.95,5.22,7.4,4.96,3.92,2.5,0.46,3.464,2.2376386363009257,29.389999999999997,28.739999999999995,32.33,32.279999999999994,28.009999999999998,25.83,28.269999999999996,29.309999999999995,30.729999999999997,32.769999999999996,29.766,2.2376386363009253,1161.7240000000002,52.6432410697484
38,3.84,4.49,0.9,0.95,5.22,7.4,4.96,5.73,2.5,0.46,3.6449999999999996,2.3490530006792096,29.389999999999997,28.739999999999995,32.33,32.279999999999994,28.009999999999998,25.83,28.269999999999996,27.499999999999996,30.729999999999997,32.769999999999996,29.584999999999997,2.3490530006792096,1191.3090000000002,54.99229407042761
39,3.84,4.49,0.9,0.95,6.21,7.4,4.96,5.73,2.5,1.7,3.8680000000000008,2.2828481236288054,29.389999999999997,28.739999999999995,32.33,32.279999999999994,27.019999999999996,25.83,28.269999999999996,27.499999999999996,30.729999999999997,31.529999999999998,29.361999999999995,2.282848123628805,1220.6710000000003,57.275142194056414
40,3.84,4.49,0.9,0.95,6.21,7.4,4.96,5.73,2.5,1.7,3.8680000000000008,2.2828481236288054,29.389999999999997,28.739999999999995,32.33,32.279999999999994,27.019999999999996,25.83,28.269999999999996,27.499999999999996,30.729999999999997,31.529999999999998,29.361999999999995,2.282848123628805,1250.0330000000004,59.55799031768522
41,3.84,4.49,0.9,0.95,6.21,7.4,4.96,5.73,2.5,1.7,3.8680000000000008,2.2828481236288054,29.389999999999997,28.739999999999995,32.33,32.279999999999994,27.019999999999996,25.83,28.269999999999996,27.499999999999996,30.729999999999997,31.529999999999998,29.361999999999995,2.282848123628805,1279.3950000000004,61.84083844131402
42,3.84,4.55,0.9,0.95,6.21,7.4,4.98,5.73,3.65,1.7,3.9910000000000005,2.2373021948568126,29.389999999999997,28.679999999999996,32.33,32.279999999999994,27.019999999999996,25.83,28.249999999999996,27.499999999999996,29.58,31.529999999999998,29.238999999999994,2.2373021948568126,1308.6340000000005,64.07814063617083
43,5.71,4.55,0.9,0.95,6.21,7.4,4.98,5.73,3.65,1.7,4.178,2.3005352034303286,27.519999999999996,28.679999999999996,32.33,32.279999999999994,27.019999999999996,25.83,28.249999999999996,27.499999999999996,29.58,31.529999999999998,29.051999999999992,2.3005352034303286,1337.6860000000004,66.37867583960116
44,5.71,4.55,0.9,4.53,6.21,7.4,4.98,5.73,3.65,1.7,4.5360000000000005,2.001511650950073,27.519999999999996,28.679999999999996,32.33,28.699999999999996,27.019999999999996,25.83,28.249999999999996,27.499999999999996,29.58,31.529999999999998,28.693999999999996,2.0015116509500737,1366.3800000000003,68.38018749055124
45,5.71,5.5,1.05,4.53,6.21,7.4,4.98,5.73,3.84,1.7,4.665000000000002,1.9846144321868782,27.519999999999996,27.729999999999997,32.18,28.699999999999996,27.019999999999996,25.83,28.249999999999996,27.499999999999996,29.389999999999997,31.529999999999998,28.56499999999999,1.9846144321868786,1394.9450000000004,70.36480192273811
46,5.71,5.5,1.05,4.53,6.21,7.4,4.98,5.73,3.84,1.7,4.665000000000002,1.9846144321868782,27.519999999999996,27.729999999999997,32.18,28.699999999999996,27.019999999999996,25.83,28.249999999999996,27.499999999999996,29.389999999999997,31.529999999999998,28.56499999999999,1.9846144321868786,1423.5100000000004,72.34941635492498
47,5.71,5.5,1.22,4.53,6.21,7.4,4.98,5.73,3.84,1.7,4.682,1.950645477214601,27.519999999999996,27.729999999999997,32.01,28.699999999999996,27.019999999999996,25.83,28.249999999999996,27.499999999999996,29.389999999999997,31.529999999999998,28.54799999999999,1.9506454772146011,1452.0580000000004,74.30006183213959
48,5.71,5.5,1.22,4.53,6.21,7.4,4.98,5.73,3.84,1.89,4.7010000000000005,1.9190417168761893,27.519999999999996,27.729999999999997,32.01,28.699999999999996,27.019999999999996,25.83,28.249999999999996,27.499999999999996,29.389999999999997,31.339999999999996,28.52899999999999,1.919041716876189,1480.5870000000004,76.21910354901578
49,5.71,5.5,1.22,4.53,6.21,7.4,4.98,5.73,3.84,1.89,4.7010000000000005,1.9190417168761893,27.519999999999996,27.729999999999997,32.01,28.699999999999996,27.019999999999996,25.83,28.249999999999996,27.499999999999996,29.389999999999997,31.339999999999996,28.52899999999999,1.919041716876189,1509.1160000000004,78.13814526589198
50,5.71,5.5,1.22,4.53,6.21,7.4,4.98,5.73,3.84,1.89,4.7010000000000005,1.9190417168761893,27.519999999999996,27.729999999999997,32.01,28.699999999999996,27.019999999999996,25.83,28.249999999999996,27.499999999999996,29.389999999999997,31.339999999999996,28.52899999999999,1.919041716876189,1537.6450000000004,80.05718698276817
51,5.71,5.5,1.22,5.86,6.21,7.4,4.98,5.73,3.84,1.89,4.834000000000001,1.951684172992934,27.519999999999996,27.729999999999997,32.01,27.369999999999997,27.019999999999996,25.83,28.249999999999996,27.499999999999996,29.389999999999997,31.339999999999996,28.395999999999994,1.9516841729929337,1566.0410000000004,82.0088711557611
52,5.71,5.5,1.22,5.86,6.21,7.4,4.98,5.73,3.84,2.68,4.913000000000002,1.831569151180363,27.519999999999996,27.729999999999997,32.01,27.369999999999997,27.019999999999996,25.83,28.249999999999996,27.499999999999996,29.389999999999997,30.549999999999997,28.316999999999997,1.8315691511803633,1594.3580000000004,83.84044030694146
53,5.71,5.5,1.36,5.86,6.21,7.4,6.29,5.73,3.84,2.68,5.058000000000001,1.8516887187405746,27.519999999999996,27.729999999999997,31.869999999999997,27.369999999999997,27.019999999999996,25.83,26.939999999999998,27.499999999999996,29.389999999999997,30.549999999999997,28.171999999999997,1.8516887187405746,1622.5300000000004,85.69212902568204
54,5.71,5.5,1.36,5.86,6.21,7.4,6.29,5.73,3.84,2.68,5.058000000000001,1.8516887187405746,27.519999999999996,27.729999999999997,31.869999999999997,27.369999999999997,27.019999999999996,25.83,26.939999999999998,27.499999999999996,29.389999999999997,30.549999999999997,28.171999999999997,1.8516887187405746,1650.7020000000005,87.54381774442261
55,5.71,10.07,1.36,5.86,7.05,7.4,6.29,6.27,3.84,2.75,5.660000000000001,2.4830492007476077,27.519999999999996,23.159999999999997,31.869999999999997,27.369999999999997,26.179999999999996,25.83,26.939999999999998,26.959999999999997,29.389999999999997,30.479999999999997,27.57,2.4830492007476077,1678.2720000000004,90.02686694517021
56,5.71,10.07,1.36,5.86,7.05,7.4,6.29,6.27,3.84,3.85,5.770000000000001,2.361186142598673,27.519999999999996,23.159999999999997,31.869999999999997,27.369999999999997,26.179999999999996,25.83,26.939999999999998,26.959999999999997,29.389999999999997,29.379999999999995,27.46,2.3611861425986724,1705.7320000000004,92.38805308776888
57,5.71,10.07,1.36,5.86,7.05,7.4,6.29,6.27,3.84,3.85,5.770000000000001,2.361186142598673,27.519999999999996,23.159999999999997,31.869999999999997,27.369999999999997,26.179999999999996,25.83,26.939999999999998,26.959999999999997,29.389999999999997,29.379999999999995,27.46,2.3611861425986724,1733.1920000000005,94.74923923036755
58,5.71,10.07,1.36,5.86,7.05,7.4,6.29,6.27,3.84,3.85,5.770000000000001,2.361186142598673,27.519999999999996,23.159999999999997,31.869999999999997,27.369999999999997,26.179999999999996,25.83,26.939999999999998,26.959999999999997,29.389999999999997,29.379999999999995,27.46,2.3611861425986724,1760.6520000000005,97.11042537296622
59,5.71,10.07,1.36,5.86,7.05,7.4,6.29,6.27,3.84,3.85,5.770000000000001,2.361186142598673,27.519999999999996,23.159999999999997,31.869999999999997,27.369999999999997,26.179999999999996,25.83,26.939999999999998,26.959999999999997,29.389999999999997,29.379999999999995,27.46,2.3611861425986724,1788.1120000000005,99.47161151556489
60,7.12,10.07,1.36,5.86,7.05,7.4,6.29,6.27,3.84,3.85,5.9110000000000005,2.3990018757808422,26.109999999999996,23.159999999999997,31.869999999999997,27.369999999999997,26.179999999999996,25.83,26.939999999999998,26.959999999999997,29.389999999999997,29.379999999999995,27.318999999999996,2.3990018757808422,1815.4310000000005,101.87061339134573
61,7.12,10.07,1.36,5.86,7.05,7.4,6.29,6.27,3.84,3.85,5.9110000000000005,2.3990018757808422,26.109999999999996,23.159999999999997,31.869999999999997,27.369999999999997,26.179999999999996,25.83,26.939999999999998,26.959999999999997,29.389999999999997,29.379999999999995,27.318999999999996,2.3990018757808422,1842.7500000000005,104.26961526712657
62,7.12,10.07,6.04,5.86,7.05,9.15,6.29,6.27,3.84,3.85,6.553999999999999,1.9788167059016748,26.109999999999996,23.159999999999997,27.189999999999998,27.369999999999997,26.179999999999996,24.08,26.939999999999998,26.959999999999997,29.389999999999997,29.379999999999995,26.676,1.9788167059016746,1869.4260000000004,106.24843197302825
63,7.12,10.07,6.04,5.86,7.05,9.15,6.29,6.39,3.84,3.85,6.566,1.9772663508546902,26.109999999999996,23.159999999999997,27.189999999999998,27.369999999999997,26.179999999999996,24.08,26.939999999999998,26.839999999999996,29.389999999999997,29.379999999999995,26.663999999999998,1.97726635085469,1896.0900000000004,108.22569832388294
64,7.12,10.07,6.04,5.86,7.05,9.15,6.29,7.21,3.84,6.31,6.894,1.7379119016157805,26.109999999999996,23.159999999999997,27.189999999999998,27.369999999999997,26.179999999999996,24.08,26.939999999999998,26.019999999999996,29.389999999999997,26.919999999999998,26.335999999999995,1.7379119016157802,1922.4260000000004,109.96361022549871
65,7.12,10.07,6.04,5.86,7.05,9.15,6.29,8.15,3.84,6.31,6.9879999999999995,1.7817706549010923,26.109999999999996,23.159999999999997,27.189999999999998,27.369999999999997,26.179999999999996,24.08,26.939999999999998,25.08,29.389999999999997,26.919999999999998,26.241999999999997,1.781770654901092,1948.6680000000003,111.74538088039981
66,7.12,10.07,6.04,5.86,7.05,9.15,6.29,8.15,3.84,6.63,7.019999999999999,1.7710825314855696,26.109999999999996,23.159999999999997,27.189999999999998,27.369999999999997,26.179999999999996,24.08,26.939999999999998,25.08,29.389999999999997,26.599999999999998,26.209999999999997,1.7710825314855694,1974.8780000000004,113.51646341188538
67,7.12,10.07,6.04,5.86,7.05,9.15,6.29,8.15,3.84,6.63,7.019999999999999,1.7710825314855696,26.109999999999996,23.159999999999997,27.189999999999998,27.369999999999997,26.179999999999996,24.08,26.939999999999998,25.08,29.389999999999997,26.599999999999998,26.209999999999997,1.7710825314855694,2001.0880000000004,115.28754594337096
68,7.12,10.07,6.04,5.86,7.05,9.15,6.29,8.15,3.84,6.63,7.019999999999999,1.7710825314855696,26.109999999999996,23.159999999999997,27.189999999999998,27.369999999999997,26.179999999999996,24.08,26.939999999999998,25.08,29.389999999999997,26.599999999999998,26.209999999999997,1.7710825314855694,2027.2980000000005,117.05862847485653
69,7.12,10.07,6.04,5.86,7.05,9.15,6.29,8.15,3.84,6.63,7.019999999999999,1.7710825314855696,26.109999999999996,23.159999999999997,27.189999999999998,27.369999999999997,26.179999999999996,24.08,26.939999999999998,25.08,29.389999999999997,26.599999999999998,26.209999999999997,1.7710825314855694,2053.5080000000003,118.82971100634211
70,7.12,10.07,6.04,5.86,7.95,9.15,6.29,8.15,3.84,6.63,7.109999999999999,1.795475795808268,26.109999999999996,23.159999999999997,27.189999999999998,27.369999999999997,25.279999999999998,24.08,26.939999999999998,25.08,29.389999999999997,26.599999999999998,26.119999999999997,1.7954757958082679,2079.628,120.62518680215038
71,7.12,10.07,6.04,5.86,7.95,9.15,6.29,8.15,3.84,6.63,7.109999999999999,1.795475795808268,26.109999999999996,23.159999999999997,27.189999999999998,27.369999999999997,25.279999999999998,24.08,26.939999999999998,25.08,29.389999999999997,26.599999999999998,26.119999999999997,1.7954757958082679,2105.748,122.42066259795865
72,7.12,10.57,6.51,5.86,7.95,9.15,6.29,8.15,3.84,6.63,7.206999999999999,1.8662085747430388,26.109999999999996,22.659999999999997,26.72,27.369999999999997,25.279999999999998,24.08,26.939999999999998,25.08,29.389999999999997,26.599999999999998,26.022999999999996,1.8662085747430388,2131.771,124.2868711727017
73,7.12,10.57,6.51,6.22,10.57,9.15,6.29,8.15,3.84,6.63,7.505,2.118019252876507,26.109999999999996,22.659999999999997,26.72,27.009999999999998,22.659999999999997,24.08,26.939999999999998,25.08,29.389999999999997,26.599999999999998,25.725,2.1180192528765067,2157.496,126.4048904255782
74,7.12,10.57,6.51,6.22,10.57,9.15,6.29,8.15,3.84,6.63,7.505,2.118019252876507,26.109999999999996,22.659999999999997,26.72,27.009999999999998,22.659999999999997,24.08,26.939999999999998,25.08,29.389999999999997,26.599999999999998,25.725,2.1180192528765067,2183.221,128.5229096784547
75,7.12,10.57,6.54,6.22,10.57,9.15,6.29,8.15,3.84,6.63,7.508,2.116474006980058,26.109999999999996,22.659999999999997,26.689999999999998,27.009999999999998,22.659999999999997,24.08,26.939999999999998,25.08,29.389999999999997,26.599999999999998,25.721999999999998,2.116474006980058,2208.943,130.63938368543478
76,7.12,10.57,6.54,6.22,10.57,9.15,6.29,8.15,3.84,6.63,7.508,2.116474006980058,26.109999999999996,22.659999999999997,26.689999999999998,27.009999999999998,22.659999999999997,24.08,26.939999999999998,25.08,29.389999999999997,26.599999999999998,25.721999999999998,2.116474006980058,2234.6650000000004,132.75585769241485
77,7.12,10.57,6.54,6.79,10.57,9.15,7.6,8.15,3.84,6.63,7.696000000000001,2.036970517432417,26.109999999999996,22.659999999999997,26.689999999999998,26.439999999999998,22.659999999999997,24.08,25.629999999999995,25.08,29.389999999999997,26.599999999999998,25.533999999999995,2.036970517432417,2260.1990000000005,134.79282820984727
78,7.12,10.57,6.54,6.79,10.57,9.15,7.6,8.15,3.84,6.63,7.696000000000001,2.036970517432417,26.109999999999996,22.659999999999997,26.689999999999998,26.439999999999998,22.659999999999997,24.08,25.629999999999995,25.08,29.389999999999997,26.599999999999998,25.533999999999995,2.036970517432417,2285.7330000000006,136.8297987272797
79,7.12,10.57,6.54,6.79,10.57,9.15,7.6,8.15,3.84,6.63,7.696000000000001,2.036970517432417,26.109999999999996,22.659999999999997,26.689999999999998,26.439999999999998,22.659999999999997,24.08,25.629999999999995,25.08,29.389999999999997,26.599999999999998,25.533999999999995,2.036970517432417,2311.2670000000007,138.86676924471212
80,7.12,10.57,6.54,6.79,10.57,9.15,7.6,8.15,3.84,6.63,7.696000000000001,2.036970517432417,26.109999999999996,22.659999999999997,26.689999999999998,26.439999999999998,22.659999999999997,24.08,25.629999999999995,25.08,29.389999999999997,26.599999999999998,25.533999999999995,2.036970517432417,2336.801000000001,140.90373976214454
81,7.12,10.57,6.54,6.79,10.57,9.15,7.6,8.15,3.84,6.63,7.696000000000001,2.036970517432417,26.109999999999996,22.659999999999997,26.689999999999998,26.439999999999998,22.659999999999997,24.08,25.629999999999995,25.08,29.389999999999997,26.599999999999998,25.533999999999995,2.036970517432417,2362.335000000001,142.94071027957696
82,7.12,10.57,6.54,6.79,10.57,14.7,9.87,8.19,3.84,6.63,8.482000000000001,3.03428849430417,26.109999999999996,22.659999999999997,26.689999999999998,26.439999999999998,22.659999999999997,18.529999999999998,23.36,25.04,29.389999999999997,26.599999999999998,24.747999999999998,3.03428849430417,2387.083000000001,145.97499877388114
83,7.12,10.57,6.54,6.79,10.57,14.7,9.87,8.19,3.84,6.63,8.482000000000001,3.03428849430417,26.109999999999996,22.659999999999997,26.689999999999998,26.439999999999998,22.659999999999997,18.529999999999998,23.36,25.04,29.389999999999997,26.599999999999998,24.747999999999998,3.03428849430417,2411.831000000001,149.00928726818532
84,7.12,10.57,6.54,6.79,10.57,14.7,9.87,8.19,3.84,6.63,8.482000000000001,3.03428849430417,26.109999999999996,22.659999999999997,26.689999999999998,26.439999999999998,22.659999999999997,18.529999999999998,23.36,25.04,29.389999999999997,26.599999999999998,24.747999999999998,3.03428849430417,2436.579000000001,152.0435757624895
85,7.12,10.57,6.54,6.79,10.57,14.7,9.87,8.19,3.84,6.63,8.482000000000001,3.03428849430417,26.109999999999996,22.659999999999997,26.689999999999998,26.439999999999998,22.659999999999997,18.529999999999998,23.36,25.04,29.389999999999997,26.599999999999998,24.747999999999998,3.03428849430417,2461.327000000001,155.07786425679367
86,7.12,10.57,6.54,6.79,10.57,14.7,9.87,8.19,3.84,6.63,8.482000000000001,3.03428849430417,26.109999999999996,22.659999999999997,26.689999999999998,26.439999999999998,22.659999999999997,18.529999999999998,23.36,25.04,29.389999999999997,26.599999999999998,24.747999999999998,3.03428849430417,2486.075000000001,158.11215275109785
87,7.72,10.57,6.54,6.79,10.57,14.7,9.87,9.79,3.84,6.63,8.702000000000002,3.031856050525999,25.509999999999998,22.659999999999997,26.689999999999998,26.439999999999998,22.659999999999997,18.529999999999998,23.36,23.439999999999998,29.389999999999997,26.599999999999998,24.527999999999995,3.0318560505259993,2510.603000000001,161.14400880162384
