iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,0.05
2,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,0.01
3,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,0.05
4,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,0.04
5,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,0.07
6,0.5,0.25,0.75,0.5,0.75,1.0,0.0,0.0,0.25,0.5,0.02
7,0.25,0.5,0.25,0.0,0.0,3.6,0.0,0.0,0.25,0.25,0.44
8,0.0,0.5,0.25,0.25,0.0,2.6,0.0,0.25,0.25,0.25,0.23
9,0.25,0.25,1.0,0.0,0.75,1.0,0.25,0.0,0.25,0.0,0.02
10,0.5,0.5,0.75,0.0,0.0,3.4000000000000004,0.0,0.0,0.25,0.0,0.1
11,0.25,0.25,0.75,0.0,0.0,2.4000000000000004,0.0,0.0,0.25,0.0,0.04
12,0.0,0.0,0.25,0.0,0.25,3.4000000000000004,0.0,0.25,0.25,0.0,0.17
13,0.0,0.5,0.25,0.25,0.0,2.6,0.0,0.0,0.0,0.0,0.76
14,0.0,0.0,0.25,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.45
15,0.0,0.25,0.25,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.56
16,0.0,0.5,0.25,0.25,0.0,3.4000000000000004,0.0,0.0,0.0,0.0,0.87
17,0.25,0.5,0.25,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.55
18,0.0,0.25,0.25,0.25,0.0,3.4000000000000004,0.0,0.0,0.0,0.0,0.68
19,0.0,0.5,0.25,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.77
20,0.0,0.25,0.25,0.0,0.0,3.4000000000000004,0.0,0.0,0.0,0.0,0.64
21,0.0,0.25,0.25,0.25,0.0,3.0,0.0,0.0,0.25,0.0,0.5
22,0.0,0.5,0.25,0.0,0.0,3.4000000000000004,0.0,0.0,0.0,0.0,0.81
23,0.0,1.0,0.25,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.99
24,0.0,0.75,0.0,0.0,0.25,3.2,0.0,0.0,0.0,0.0,7.4
25,0.0,0.75,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,4.96
26,0.0,0.75,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,4.71
27,0.0,0.75,0.0,0.0,0.0,1.0,0.75,0.0,0.5,0.0,0.66
28,0.0,0.75,0.0,0.0,0.25,3.0,0.0,0.0,0.5,0.0,2.33
29,0.0,0.75,0.0,0.0,0.0,2.2,0.0,0.0,0.25,0.0,3.07
30,0.0,0.75,0.0,0.0,0.0,2.4000000000000004,0.25,0.0,0.25,0.0,2.71
31,0.0,0.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.04
32,0.0,0.75,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,5.01
33,0.0,0.0,0.0,0.0,0.25,3.2,0.0,0.75,0.0,0.0,0.06
34,1.25,0.75,0.0,0.0,0.25,1.8,0.0,0.0,0.0,0.0,0.05
35,0.25,0.5,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,1.59
36,0.0,0.25,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,0.0,2.87
37,0.0,0.5,0.0,0.0,0.5,3.4000000000000004,0.0,0.0,0.0,0.0,7.05
38,0.0,0.75,0.0,0.5,0.0,2.6,0.0,0.0,0.0,0.0,5.35
39,0.0,0.5,0.0,0.0,0.0,3.4000000000000004,0.0,0.0,0.0,0.0,4.02
40,0.0,0.5,0.0,0.5,0.0,3.2,0.0,0.0,0.0,0.0,4.52
41,0.0,0.5,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,6.97
42,0.0,0.75,0.0,0.0,0.25,2.6,0.0,0.0,0.0,0.0,7.12
