iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,0.05
2,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,0.01
3,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,0.05
4,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,0.04
5,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,0.07
6,0.0,0.5,0.5,0.0,0.75,2.6,0.0,0.0,0.25,0.25,0.15
7,0.0,0.5,0.75,0.0,0.0,2.6,0.0,0.0,0.25,0.25,0.04
8,0.25,0.5,0.5,0.25,0.25,3.2,0.0,0.0,0.25,0.25,0.18
9,0.25,0.5,0.5,0.0,0.25,3.2,0.0,0.0,0.25,0.25,0.18
10,0.0,0.5,0.5,0.0,0.25,3.2,0.0,0.0,0.25,0.25,0.27
11,0.0,0.5,0.25,0.0,0.25,3.2,0.0,0.0,0.25,0.25,0.87
12,0.0,0.5,0.25,0.0,0.5,3.0,0.0,0.0,0.25,0.25,0.97
13,0.0,0.5,0.25,0.0,0.25,3.0,0.0,0.0,0.25,0.25,0.84
14,0.25,0.25,0.0,0.75,0.5,2.0,0.0,0.0,0.5,1.0,1.05
15,0.0,0.25,0.0,0.25,0.25,2.4000000000000004,0.0,0.0,0.25,0.75,4.35
16,0.0,0.25,0.0,0.75,0.25,2.2,0.0,0.0,0.25,0.5,3.95
17,0.0,0.25,0.0,0.0,0.25,2.4000000000000004,0.0,0.0,0.5,0.5,1.57
18,0.0,0.25,0.0,0.25,0.25,2.4000000000000004,0.0,0.0,0.25,1.0,4.59
19,0.0,0.25,0.0,0.25,0.5,2.4000000000000004,0.0,0.0,0.25,1.0,4.96
20,0.0,0.25,0.0,0.5,0.25,2.4000000000000004,0.0,0.0,0.25,0.75,4.54
21,0.0,0.25,0.0,0.25,0.5,2.2,0.0,0.0,0.25,0.75,4.56
22,0.0,0.25,0.0,0.25,0.25,2.2,0.0,0.0,0.25,0.75,4.17
23,0.5,0.25,0.0,0.5,0.5,2.4000000000000004,0.0,0.5,0.5,0.5,0.12
24,0.0,0.0,0.0,0.0,0.25,1.8,0.0,0.0,0.5,0.0,0.76
25,0.0,0.0,0.0,0.25,0.25,2.0,0.0,0.0,0.25,1.0,2.79
26,0.0,0.0,0.0,0.5,0.25,2.2,0.0,0.0,0.25,1.0,2.99
27,0.0,0.0,0.0,0.25,0.5,2.2,0.0,0.0,0.25,0.75,2.95
28,0.0,0.0,0.0,0.25,0.5,2.2,0.0,0.25,0.25,0.75,0.68
29,0.0,0.25,0.0,0.25,0.25,2.2,0.0,0.25,0.25,0.75,0.88
30,0.0,0.25,0.0,0.25,0.25,2.2,0.0,0.0,0.25,1.0,4.41
31,0.0,0.0,0.0,0.25,0.25,2.2,0.0,0.0,0.25,1.0,2.93
32,0.0,0.0,0.0,0.25,0.25,2.2,0.0,0.0,0.25,0.75,2.76
33,0.0,0.0,0.0,0.5,0.5,2.2,0.0,0.0,0.25,0.75,3.09
34,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.25,0.75,2.05
35,0.0,0.25,0.0,0.25,0.0,2.4000000000000004,0.0,0.0,0.25,0.75,3.31
36,0.0,0.25,0.0,0.5,0.5,2.2,0.0,0.0,0.25,0.75,4.82
37,0.0,0.0,0.0,0.0,0.25,2.2,0.0,0.25,0.25,0.75,0.58
38,0.0,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.25,0.75,1.71
39,0.0,0.0,0.0,0.25,0.25,2.4000000000000004,0.0,0.0,0.25,0.75,2.87
40,0.0,0.25,0.0,0.25,0.25,1.2,0.0,0.0,0.25,0.75,2.8
41,0.0,0.75,0.0,0.25,0.25,2.4000000000000004,0.25,0.0,0.25,1.25,4.17
42,0.0,0.5,0.0,0.25,0.5,1.6,0.0,0.0,0.25,1.0,4.98
