iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,0.05
2,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,0.01
3,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,0.05
4,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,0.04
5,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,0.07
6,0.0,0.5,0.5,0.0,0.5,3.6,0.0,0.0,0.25,0.25,0.32
7,0.75,0.0,0.25,0.25,0.0,3.2,0.0,0.0,0.25,0.25,0.05
8,0.0,0.0,0.5,0.0,0.0,3.2,0.0,0.5,0.25,0.25,0.01
9,0.5,0.25,0.25,0.0,0.5,3.2,0.0,0.5,0.5,0.25,0.04
10,0.25,0.25,0.5,0.0,0.75,3.2,0.0,0.0,0.25,0.25,0.12
11,0.25,0.25,0.5,0.25,0.25,3.4000000000000004,0.0,0.0,0.25,0.25,0.18
12,0.0,0.25,0.0,0.0,0.25,3.2,0.0,0.0,0.5,0.25,1.7
13,0.0,0.25,1.0,0.0,0.25,1.8,0.75,0.0,0.5,0.25,0.02
14,0.0,0.25,0.0,0.0,0.25,3.2,0.0,0.0,0.25,0.25,3.36
15,0.0,0.25,0.0,0.0,0.5,1.8,0.0,0.0,0.25,0.25,2.96
16,0.0,0.25,0.0,0.0,0.25,1.8,0.0,0.0,0.25,0.25,2.68
17,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.25,0.25,1.85
18,0.0,0.25,0.0,0.0,0.5,3.2,0.0,0.0,0.25,0.25,3.84
19,0.0,0.25,0.0,0.0,0.25,2.4000000000000004,0.0,0.0,0.25,0.25,3.13
20,0.0,0.25,0.0,0.0,0.25,2.6,0.0,0.0,0.25,0.25,3.23
21,0.0,0.25,0.0,0.0,0.25,1.6,0.0,0.0,0.25,0.25,2.48
22,0.0,0.25,0.0,0.0,0.25,2.0,0.0,0.0,0.25,0.25,2.85
23,0.0,0.25,0.0,0.0,0.25,3.2,0.25,0.25,0.25,0.25,0.83
24,0.0,0.25,0.0,0.0,0.25,2.2,0.0,0.0,0.25,0.25,3.01
25,0.0,0.25,0.0,0.0,0.5,2.6,0.0,0.0,0.25,0.25,3.65
26,0.0,0.25,0.0,3.0,0.25,2.6,0.0,0.0,0.25,0.25,1.18
27,0.0,0.25,0.0,0.25,0.25,2.4000000000000004,0.0,0.0,0.25,0.25,3.45
28,0.0,0.25,0.0,3.75,0.25,2.2,0.0,0.0,0.25,0.25,0.42
29,0.0,0.25,0.0,0.0,0.5,3.0,0.0,0.0,0.25,0.25,3.81
30,0.0,0.25,0.0,0.0,0.25,3.0,0.0,0.0,0.25,0.25,3.34
31,0.0,0.5,0.0,0.25,0.5,2.6,0.0,0.25,0.5,0.5,0.74
32,0.0,0.25,0.0,0.0,0.0,3.0,0.0,0.75,0.25,0.25,0.08
33,0.0,0.25,0.0,0.0,0.25,3.0,0.25,0.0,0.25,0.25,3.21
34,0.0,0.25,0.0,0.25,0.0,3.0,0.0,0.0,0.25,0.25,2.71
35,0.0,0.25,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.25,0.25,2.39
36,0.0,0.25,0.0,0.0,0.0,3.2,0.0,0.0,0.25,0.25,2.5
37,0.0,0.25,0.25,0.0,0.25,2.2,0.0,0.0,0.25,0.25,0.56
38,0.0,0.25,0.0,0.5,0.25,2.6,0.0,0.0,0.25,0.25,3.81
39,0.0,0.0,0.0,0.0,0.25,1.8,0.0,0.0,0.25,0.25,1.79
40,0.0,0.0,0.0,0.5,0.5,3.0,0.0,0.75,0.0,0.25,0.1
41,0.0,0.0,0.0,0.0,0.5,2.6,0.0,0.0,0.0,0.25,3.35
42,0.0,0.25,0.0,0.0,0.25,2.4000000000000004,0.0,0.5,0.0,0.25,0.07
43,0.0,0.25,0.0,0.0,0.5,3.2,0.0,0.0,0.0,0.25,5.71
