iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,0.05
2,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,0.01
3,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,0.05
4,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,0.04
5,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,0.07
6,0.0,0.25,0.25,0.0,0.75,2.6,0.25,0.0,0.25,0.25,0.71
7,0.0,0.25,0.25,0.0,0.25,3.2,0.0,0.5,0.25,0.25,0.04
8,0.5,0.25,0.5,0.25,0.5,2.6,0.5,0.0,0.5,0.25,0.06
9,0.0,0.25,0.25,0.0,0.0,3.6,0.25,0.0,0.25,0.5,0.61
10,0.0,0.25,0.25,0.0,0.25,2.6,0.5,0.0,0.25,0.25,0.57
11,0.0,0.5,0.5,0.0,0.0,2.6,0.25,0.0,0.25,0.25,0.19
12,0.0,0.25,0.25,0.0,0.0,2.6,0.25,0.0,0.25,0.25,0.48
13,0.0,0.0,0.25,0.0,0.25,2.4000000000000004,1.0,0.0,1.0,0.25,0.11
14,0.0,0.25,0.25,0.0,0.5,2.2,1.0,0.0,0.25,0.25,0.4
15,0.0,0.0,0.25,0.0,0.0,2.2,0.25,0.0,0.25,0.25,0.32
16,0.0,0.0,0.25,0.0,0.5,2.6,0.25,0.0,0.25,0.25,0.51
17,0.0,0.0,0.25,0.0,0.5,2.6,0.25,0.0,0.25,0.5,0.53
18,0.0,0.25,0.25,0.0,0.0,2.6,0.5,0.0,0.25,0.25,0.44
19,0.0,0.25,0.25,0.0,0.25,2.6,0.25,0.0,0.25,0.25,0.61
20,0.0,0.25,0.25,0.0,0.5,2.6,0.5,0.0,0.25,0.25,0.65
21,0.0,0.0,0.25,0.0,0.25,2.6,0.25,0.0,0.25,0.5,0.47
22,0.0,0.25,0.25,0.0,0.25,3.0,0.25,0.0,0.25,0.25,0.68
23,0.0,0.25,0.25,0.0,0.5,3.0,0.5,0.0,0.25,0.25,0.74
24,0.0,0.25,0.25,0.0,0.25,3.2,0.5,0.0,0.25,0.25,0.69
25,0.0,0.25,0.25,0.0,0.5,3.2,0.25,0.0,0.25,0.25,0.81
26,0.5,0.25,0.0,0.0,0.25,3.0,0.25,0.0,0.25,0.25,0.43
27,0.0,0.25,0.0,0.0,0.5,3.2,0.25,0.0,0.25,0.25,3.89
28,0.0,0.25,0.0,0.0,0.5,1.0,0.25,0.0,0.25,0.25,1.65
29,0.0,0.25,0.0,0.0,0.75,3.2,0.25,0.0,0.25,0.25,3.92
30,0.0,0.25,0.0,0.0,0.75,1.0,0.25,0.0,0.25,0.25,1.64
31,0.0,0.25,0.0,0.0,0.5,1.6,0.5,0.0,0.25,0.25,1.77
32,0.0,0.25,0.0,0.0,0.5,2.0,0.25,0.0,0.25,0.25,2.74
33,0.0,0.25,0.0,0.0,0.75,3.0,0.5,0.0,0.25,0.25,3.69
34,0.0,0.25,0.0,0.0,0.5,1.8,0.25,0.0,0.25,0.25,2.52
35,0.0,0.25,0.25,0.0,0.75,3.0,0.25,0.0,0.0,0.5,1.06
36,0.0,0.0,0.0,0.0,0.5,2.0,0.25,0.0,0.0,0.25,2.63
37,0.0,0.0,0.0,0.0,0.5,2.4000000000000004,0.25,0.0,0.0,0.25,3.03
38,0.0,0.25,0.0,0.0,0.5,3.2,0.25,0.0,0.0,0.25,5.73
39,0.0,0.25,0.0,0.0,0.5,3.0,0.25,0.0,0.0,0.25,5.5
40,0.0,0.0,0.0,0.0,0.5,3.0,0.25,0.0,0.0,0.25,3.51
41,0.0,0.25,0.0,0.0,0.5,1.8,0.25,0.5,0.0,0.75,0.08
42,0.0,0.0,0.0,0.0,0.5,3.2,0.25,0.5,0.0,0.25,0.08
43,0.0,0.0,0.0,0.0,0.5,3.0,0.25,0.5,0.0,0.25,0.07
